Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Matches
Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,FWMF,Marseille,26-003,1995,6.7,4,0,0,16,9,1,10,18,10,0,0,0,66,Matches
Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,30-081,1991,9.7,4,1,0,21,25,7,16,3,8,2,0,0,56,Matches
Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,25-260,1995,22.6,6,0,0,26,23,0,2,26,32,0,0,0,203,Matches
Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FW,Nantes,22-146,1998,29.8,3,0,0,59,61,20,28,14,18,2,0,0,146,Matches
Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,29-211,1991,19.9,3,1,0,25,7,0,8,28,18,0,0,0,222,Matches
Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,25-124,1995,26,5,0,0,22,22,2,37,25,39,0,2,0,212,Matches
Moussa Konaté\Moussa-Konate,sn SEN,FW,Dijon,28-027,1993,11.2,4,0,0,20,22,12,3,6,1,0,0,0,42,Matches
Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,32-088,1989,9.6,2,0,0,9,8,0,1,6,7,0,1,0,99,Matches
Moussa Koné\Moussa-Kone,sn SEN,FW,Nîmes,24-121,1996,16.1,1,0,0,19,37,12,4,5,10,0,0,0,61,Matches
Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Bordeaux,35-232,1985,23.6,3,0,0,12,25,2,0,39,18,1,0,0,233,Matches
Boubakar Kouyaté\Boubakar-Kouyate,ml MLI,DF,Metz,24-015,1997,20.4,9,0,0,37,29,3,0,44,33,0,2,0,155,Matches
Jean-Philippe Krasso\Jean-Philippe-Krasso,fr FRA,FW,Saint-Étienne,23-287,1997,2.5,0,0,0,3,4,5,3,3,3,0,0,0,11,Matches
Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,28-238,1992,13.6,4,1,0,33,6,1,33,23,15,0,0,0,133,Matches
Dereck Kutesa\Dereck-Kutesa,ch SUI,MFFW,Reims,23-145,1997,6.6,2,0,0,12,12,5,14,4,7,0,0,0,24,Matches
Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,24-021,1997,7.5,3,0,0,11,10,0,13,12,7,0,0,0,82,Matches
Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,26-362,1994,32.6,3,0,0,58,29,6,50,14,30,0,0,0,198,Matches
Tom Lacoux\Tom-Lacoux,fr FRA,MF,Bordeaux,19-095,2002,2.8,2,1,1,9,0,0,2,6,8,0,0,0,27,Matches
Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,22-097,1999,34,2,0,0,1,7,0,0,0,0,0,1,0,165,Matches
Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,29-209,1991,20.4,1,0,0,20,16,1,62,13,15,0,0,0,160,Matches
Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,28-360,1992,14.1,2,1,0,18,7,0,0,16,12,0,2,0,93,Matches
Julien Laporte\Julien-Laporte,fr FRA,DF,Lorient,27-177,1993,27,5,0,0,26,17,0,0,42,39,1,3,0,238,Matches
Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,24-066,1997,31,1,0,0,0,6,0,0,1,0,0,0,0,154,Matches
Paul Lasne\Paul-Lasne,fr FRA,MF,Brest,32-104,1989,18.7,4,1,0,27,19,1,4,34,36,0,1,0,179,Matches
Armand Lauriente\Armand-Lauriente,fr FRA,FWMF,Lorient,22-147,1998,17.3,4,0,0,22,32,7,40,14,16,1,0,0,98,Matches
Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,33-248,1987,16.9,3,0,0,37,15,0,2,27,26,0,0,1,155,Matches
Jérémy Le Douaron\Jeremy-Le-Douaron,fr FRA,FWMF,Brest,23-009,1998,8.6,0,0,0,18,17,1,10,6,6,1,0,0,66,Matches
Enzo Le Fée\Enzo-Le-Fee,fr FRA,MFFW,Lorient,21-086,2000,16.6,5,0,0,23,32,1,16,22,28,0,0,0,121,Matches
Vincent Le Goff\Vincent-Le-Goff,fr FRA,DF,Lorient,31-197,1989,21.6,0,0,0,14,8,0,52,32,20,0,0,0,154,Matches
Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,31-011,1990,9.8,2,1,0,13,9,0,0,13,5,0,0,1,98,Matches
James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,24-322,1996,2.8,0,0,0,3,0,0,5,0,4,0,0,0,23,Matches
Jean-Louis Leca\Jean-Louis-Leca,fr FRA,GK,Lens,35-221,1985,33.8,2,0,0,1,9,0,0,0,0,0,1,0,139,Matches
Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,30-004,1991,24,1,0,0,1,3,0,0,0,0,0,1,0,140,Matches
Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,27-340,1993,21.2,3,0,0,33,23,1,16,29,46,0,0,0,170,Matches
Fabien Lemoine\Fabien-Lemoine,fr FRA,MF,Lorient,34-045,1987,17.8,7,0,0,54,17,0,11,26,36,0,1,0,224,Matches
Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Metz,23-166,1997,11.2,4,0,0,26,12,2,4,2,5,0,0,0,31,Matches
Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,33-076,1988,16.9,2,0,0,16,13,0,62,20,26,0,0,0,162,Matches
Isaac Lihadji\Isaac-Lihadji,fr FRA,MFDF,Lille,19-020,2002,2.2,0,0,0,3,1,1,5,0,6,0,0,0,23,Matches
Pol Lirola\Pol-Lirola,es ESP,DF,Marseille,23-260,1997,13.3,1,0,0,12,11,0,42,24,12,0,0,0,106,Matches
Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,30-211,1990,34,1,0,0,1,7,0,0,0,0,0,1,2,172,Matches
Rony Lopes\Rony-Lopes,pt POR,FWMF,Nice,25-123,1995,16.9,1,0,0,13,23,1,31,13,16,0,0,0,96,Matches
Maxime Lopez\Maxime-Lopez,fr FRA,FWMF,Marseille,23-147,1997,1.5,1,0,0,4,1,0,1,1,0,0,0,0,6,Matches
Dion Lopy\Dion-Lopy,sn SEN,MF,Reims,19-087,2002,1.8,0,0,0,0,0,0,0,3,1,0,0,0,10,Matches
Jordan Lotomba\Jordan-Lotomba,ch SUI,DF,Nice,22-213,1998,22.9,5,0,0,25,34,2,43,18,19,1,0,0,181,Matches
Adrien Louveau\Adrien-Louveau,fr FRA,DFMF,Lens,21-088,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
Imran Louza\Imran-Louza,fr FRA,MF,Nantes,21-364,1999,22.5,4,1,0,33,37,3,24,29,32,0,0,0,223,Matches
Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,22-312,1998,1.9,1,0,0,3,2,0,7,3,4,0,1,0,18,Matches
Jean Lucas\Jean-Lucas,br BRA,MF,Brest,22-312,1998,9.9,3,1,1,10,20,0,8,13,12,0,0,0,86,Matches
Florentino Luís\Florentino-Luis,pt POR,MF,Monaco,21-254,1999,2.7,1,0,0,4,4,0,1,3,8,0,0,0,22,Matches
Yann M'Vila\Yann-MVila,fr FRA,MFFW,Saint-Étienne,30-305,1990,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,Matches
Yvann Macon\Yvann-Macon,fr FRA,DF,Saint-Étienne,22-211,1998,6,2,0,0,11,7,0,13,2,19,0,0,0,65,Matches
Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,22-335,1998,4,3,0,0,6,7,0,3,5,11,0,0,0,40,Matches
Hicham Mahou\Hicham-Mahou,fr FRA,DF,Nice,21-302,1999,0.4,1,0,0,3,0,0,3,1,1,0,0,0,1,Matches
Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,25-119,1996,25.9,8,0,0,53,30,3,14,33,53,1,0,0,279,Matches
Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,25-153,1995,34,1,0,0,2,8,0,0,0,0,0,0,0,168,Matches
Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,22-124,1998,8.9,2,0,0,8,12,2,0,5,2,0,0,0,33,Matches
Rados?aw Majecki\Radoslaw-Majecki,pl POL,GK,Monaco,21-165,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Matches
Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Strasbourg,29-223,1991,6.1,0,0,0,9,19,2,9,3,1,0,0,0,30,Matches
Marco Majouga\Marco-Majouga,fr FRA,FWMF,Nîmes,19-356,2001,1.2,0,0,0,3,1,1,1,1,0,0,0,0,8,Matches
Adilson Malanda\Adilson-Malanda,fr FRA,MF,Nîmes,19-183,2001,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,21-123,1999,5,1,0,0,8,3,0,1,1,4,0,0,0,36,Matches
Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,31-294,1989,21.7,3,0,0,14,12,0,36,26,19,0,0,0,172,Matches
Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,36-033,1985,33,1,0,0,0,4,0,0,0,0,0,0,0,178,Matches
Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,27-099,1994,20.2,2,1,0,35,31,2,49,43,40,0,0,0,197,Matches
Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,34-001,1987,26,3,0,0,15,19,1,32,24,43,0,0,0,293,Matches
Vito Mannone\Vito-Mannone,it ITA,GK,Monaco,33-059,1988,9,0,0,0,0,1,0,0,0,0,0,0,0,35,Matches
Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,22-075,1999,12,2,0,0,18,10,2,23,5,11,0,0,0,50,Matches
Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,22-298,1998,10.7,4,0,0,12,17,0,37,9,16,0,0,0,77,Matches
Sekou Mara\Sekou-Mara,fr FRA,FWMF,Bordeaux,18-274,2002,0.7,0,0,0,1,0,0,0,0,0,0,0,0,3,Matches
Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,32-070,1989,0.9,0,0,0,1,1,0,3,0,0,0,0,0,13,Matches
Marcelo\Marcelo,br BRA,DF,Lyon,33-345,1987,29.3,6,1,1,33,10,1,5,29,24,0,1,0,305,Matches
Dario Maresic\Dario-Maresic,at AUT,DF,Reims,21-213,1999,4.7,0,0,0,7,1,0,3,6,6,0,0,0,36,Matches
Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,29-213,1991,12.1,1,0,0,9,5,0,6,15,25,0,0,0,116,Matches
Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,26-359,1994,19.5,4,0,0,13,6,1,1,21,14,0,1,0,167,Matches
Marquinhos\Marquinhos,br BRA,DF,Paris S-G,26-351,1994,19.6,1,0,0,11,4,0,2,25,15,0,0,0,184,Matches
Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,31-021,1990,5.4,3,0,0,10,5,0,2,9,11,0,0,0,61,Matches
Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,32-068,1989,6,1,0,0,5,10,0,0,7,8,0,0,0,50,Matches
Gelson Martins\Gelson-Martins,pt POR,MFFW,Monaco,25-354,1995,15.4,3,0,0,21,34,4,25,9,21,2,0,0,113,Matches
Sylvain Marveaux\Sylvain-Marveaux,fr FRA,MFFW,Lorient,35-015,1986,2.2,0,0,0,2,7,0,1,1,4,0,0,0,21,Matches
Pape Matar Sarr\Pape-Matar-Sarr,sn SEN,MF,Metz,18-228,2002,13.8,4,0,0,20,20,1,3,33,25,0,0,0,138,Matches
Eliot Matazo\Eliot-Matazo,be BEL,MF,Monaco,19-074,2002,2.2,0,1,0,4,1,0,0,2,6,0,0,0,18,Matches
Chrislain Matsima\Chrislain-Matsima,fr FRA,DF,Monaco,18-350,2002,3.9,2,0,0,2,1,0,2,1,4,0,0,0,42,Matches
Tony Mauricio\Tony-Mauricio,fr FRA,MF,Lens,27-039,1994,5.2,3,0,0,18,8,0,6,2,12,0,0,0,46,Matches
Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Montpellier,22-334,1998,19.4,3,0,0,28,28,3,18,14,6,1,0,0,95,Matches
Youssef Maziz\Youssef-Maziz,fr FRA,MFFW,Metz,22-310,1998,2.3,1,0,0,2,5,0,3,2,1,0,0,0,15,Matches
Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,22-131,1998,24.6,5,0,0,21,37,17,61,5,4,4,0,0,101,Matches
Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,19-045,2002,21.2,3,0,0,24,52,3,20,15,17,1,1,0,97,Matches
Facundo Medina\Facundo-Medina,ar ARG,DF,Lens,21-337,1999,19.7,9,0,0,28,7,1,2,29,29,0,2,1,229,Matches
Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,23-291,1997,2.8,1,0,0,6,12,0,6,2,4,1,0,0,27,Matches
Birger Meling\Birger-Meling,no NOR,DF,Nîmes,26-134,1994,21.9,3,0,0,11,34,0,29,30,27,0,0,0,183,Matches
Houboulang Mendes\Houboulang-Mendes,fr FRA,DF,Lorient,22-361,1998,14.4,3,0,0,24,6,1,24,7,14,0,3,0,85,Matches
Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,30-211,1990,18.1,5,0,0,23,26,1,2,26,24,0,2,0,146,Matches
Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,29-046,1992,23,5,1,0,27,20,0,7,37,36,0,0,0,261,Matches
Batista Mendy\Batista-Mendy,fr FRA,MF,Nantes,21-108,2000,0.8,0,0,0,3,1,0,0,1,1,0,0,0,5,Matches
Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,29-060,1992,1,0,0,0,0,1,0,0,0,0,0,0,0,3,Matches
Mexer\Mexer,mz MOZ,DF,Bordeaux,32-234,1988,6.3,1,0,0,7,2,0,2,18,2,0,1,0,56,Matches
Clément Michelin\Clement-Michelin,fr FRA,DF,Lens,23-354,1997,11.6,1,1,0,18,13,4,48,12,13,0,1,0,88,Matches
Edouard Michut\Edouard-Michut,fr FRA,MF,Paris S-G,18-057,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,24-241,1996,17.1,4,2,1,17,32,0,6,35,14,0,2,0,131,Matches
Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Marseille,27-061,1994,9.6,0,0,0,8,11,4,2,6,9,0,0,0,24,Matches
Enzo Millot\Enzo-Millot,fr FRA,MF,Monaco,18-287,2002,0.5,0,0,0,1,1,0,1,1,0,0,0,0,3,Matches
Stefan Mitrovi?\Stefan-Mitrovic,rs SRB,DF,Strasbourg,30-343,1990,26.9,3,1,0,19,12,0,1,29,22,0,1,0,218,Matches
Anthony Modeste\Anthony-Modeste,fr FRA,FW,Saint-Étienne,33-016,1988,3.3,1,0,0,5,2,0,3,0,1,0,0,0,6,Matches
Terem Moffi\Terem-Moffi,ng NGA,FW,Lorient,21-340,1999,19.5,2,0,0,26,15,10,10,10,5,1,0,0,87,Matches
Dion Moise Sahi\Dion-Moise-Sahi,ci CIV,FW,Strasbourg,19-131,2001,0.6,0,0,0,0,2,0,1,0,0,1,0,0,6,Matches
Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,29-162,1991,24.7,5,1,0,33,25,5,43,29,12,0,0,0,181,Matches
Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Lorient,30-079,1991,12.5,4,0,0,22,15,0,6,11,24,0,0,0,117,Matches
Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,32-254,1988,6.1,0,0,0,6,8,0,12,6,7,0,0,0,54,Matches
Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lorient,37-028,1984,23.7,1,0,0,18,14,0,2,30,20,0,0,0,213,Matches
Aimen Moueffek\Aimen-Moueffek,fr FRA,DFMF,Saint-Étienne,20-021,2001,7.8,3,0,0,17,15,0,1,4,19,1,0,0,97,Matches
Harold Moukoudi\Harold-Moukoudi,cm CMR,DF,Saint-Étienne,23-154,1997,24,6,0,0,21,14,0,0,37,38,0,2,0,200,Matches
Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,35-107,1986,29,1,0,0,0,5,1,0,0,0,0,0,0,164,Matches
Steve Mounié\Steve-Mounie,bj BEN,FW,Brest,26-213,1994,26.4,5,0,0,64,26,20,12,8,15,1,0,0,123,Matches
Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,FW,Nantes,24-261,1996,0.9,0,0,0,2,1,0,2,0,0,0,0,0,2,Matches
Loris Mouyokolo\Loris-Mouyokolo,cg CGO,DF,Lorient,19-343,2001,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,Matches
Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,20-035,2001,28.6,3,0,0,27,14,1,1,35,20,0,0,0,334,Matches
Marshall Munetsi\Marshall-Munetsi,zw ZIM,MFDF,Reims,24-312,1996,18.4,6,1,0,27,17,0,3,28,25,0,0,0,195,Matches
Kévin N'Doram\Kevin-NDoram,fr FRA,MF,Metz,25-098,1996,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,Matches
Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Nice,22-021,1999,13.6,4,0,0,10,6,0,7,22,25,0,1,0,157,Matches
Yuto Nagatomo\Yuto-Nagatomo,jp JPN,DF,Marseille,34-230,1986,16.8,2,0,0,12,13,2,21,24,15,0,0,1,128,Matches
Kenny Nagera\Kenny-Nagera,fr FRA,FW,Paris S-G,19-068,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Paul Nardi\Paul-Nardi,fr FRA,GK,Lorient,26-347,1994,19,1,0,0,0,0,0,0,1,0,0,0,0,100,Matches
Keylor Navas\Keylor-Navas,cr CRC,GK,Paris S-G,34-136,1986,24,0,0,0,0,2,0,0,0,0,0,0,0,99,Matches
Papa Ndiaga Yade\Papa-Ndiaga-Yade,sn SEN,FWMF,Metz,21-115,2000,8.6,3,0,0,25,6,1,14,5,10,0,0,0,55,Matches
Bridge Ndilu\Bridge-Ndilu,fr FRA,FWMF,Nantes,20-283,2000,0.5,1,0,0,1,2,1,1,0,0,0,0,0,3,Matches
Dan Ndoye\Dan-Ndoye,ch SUI,FWMF,Nice,20-187,2000,5.7,0,0,0,16,14,3,12,2,7,0,1,0,26,Matches
Neymar\Neymar,br BRA,FWMF,Paris S-G,29-084,1992,11.7,6,2,1,22,53,2,24,4,5,2,0,0,75,Matches
Yvan Neyou\Yvan-Neyou,cm CMR,MF,Saint-Étienne,24-117,1997,24.3,8,0,0,41,39,1,7,16,48,0,0,0,226,Matches
Muzinga Ngonda\Muzinga-Ngonda,cd COD,DF,Dijon,26-120,1994,23.1,5,0,0,29,16,0,36,57,34,0,0,0,254,Matches
Ahmad Ngouyamsa\Ahmad-Ngouyamsa,cm CMR,DF,Dijon,20-130,2000,1.6,1,0,0,4,1,0,3,2,2,0,1,0,15,Matches
Opa Nguette\Opa-Nguette,sn SEN,FWMF,Metz,26-296,1994,12.6,0,0,0,18,24,6,10,2,13,1,0,0,71,Matches
Ibrahima Niane\Ibrahima-Niane,sn SEN,FW,Metz,22-050,1999,5.5,0,0,0,9,11,3,1,0,1,1,0,0,26,Matches
M'Baye Niang\MBaye-Niang,sn SEN,FW,Rennes,26-132,1994,4.7,0,0,0,13,11,0,1,0,2,0,0,0,16,Matches
Casimir Ninga\Casimir-Ninga,td CHA,FW,Angers,27-348,1993,0.3,0,0,0,0,1,0,0,0,1,0,0,0,1,Matches
Arnaud Nordin\Arnaud-Nordin,fr FRA,MFFW,Saint-Étienne,22-317,1998,16.8,1,0,0,11,53,2,35,7,9,0,0,0,83,Matches
Olivier Ntcham\Olivier-Ntcham,fr FRA,MF,Marseille,25-080,1996,1.3,0,0,0,1,0,0,1,0,1,0,0,0,9,Matches
Gerzino Nyamsi\Gerzino-Nyamsi,fr FRA,DF,Rennes,24-098,1997,8.6,2,0,0,9,0,0,2,9,7,0,0,0,93,Matches
Steven Nzonzi\Steven-Nzonzi,fr FRA,MF,Rennes,32-136,1988,30.2,8,0,0,33,13,0,4,15,24,0,0,0,298,Matches
Jonas Omlin\Jonas-Omlin,ch SUI,GK,Montpellier,27-110,1994,28.7,0,1,0,3,0,0,0,0,0,0,1,1,164,Matches
Henry Onyekuru\Henry-Onyekuru,ng NGA,FW,Monaco,23-329,1997,1.6,0,0,0,1,3,2,1,0,1,0,0,0,6,Matches
Otávio\Otavio,br BRA,MF,Bordeaux,26-361,1994,17.3,6,0,0,28,12,0,2,13,48,0,1,0,170,Matches
Remi Oudin\Remi-Oudin,fr FRA,FWMF,Bordeaux,24-163,1996,25.5,2,0,0,21,34,4,72,39,18,0,0,0,161,Matches
Alexandre Oukidja\Alexandre-Oukidja,dz ALG,GK,Metz,32-285,1988,30,3,1,0,0,9,0,0,0,0,0,0,0,164,Matches
Zinédine Ould Khaled\Zinedine-Ould-Khaled,fr FRA,MF,Angers,21-106,2000,0.4,1,0,0,1,1,0,0,0,0,0,0,0,1,Matches
Ambroise Oyongo\Ambroise-Oyongo,cm CMR,DF,Montpellier,29-312,1991,6.2,1,0,0,7,8,0,7,2,7,0,1,0,41,Matches
