Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Matches
Pablo\Pablo,br BRA,DF,Bordeaux,29-313,1991,12,5,0,0,20,5,0,0,17,12,0,1,1,122,Matches
Vincent Pajot\Vincent-Pajot,fr FRA,MF,Metz,30-254,1990,10.2,3,0,0,16,13,1,7,23,28,0,1,0,87,Matches
Nicolas Pallois\Nicolas-Pallois,fr FRA,DF,Nantes,33-223,1987,26.8,8,1,1,18,10,3,4,40,35,0,0,1,303,Matches
Jonathan Panzo\Jonathan-Panzo,eng ENG,DF,Dijon,20-187,2000,17.7,5,0,0,23,7,1,1,42,15,0,3,0,140,Matches
Lucas Paquetá\Lucas-Paqueta,br BRA,MF,Lyon,23-246,1997,21.5,6,1,1,56,61,4,9,15,45,0,1,0,210,Matches
Gaëtan Paquiez\Gaetan-Paquiez,fr FRA,DF,Nîmes,27-074,1994,9.8,0,0,0,11,15,0,7,9,9,0,0,0,84,Matches
Rubén Pardo\Ruben-Pardo,es ESP,MFFW,Bordeaux,28-190,1992,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,Matches
Leandro Paredes\Leandro-Paredes,ar ARG,MF,Paris S-G,26-305,1994,14.3,7,1,1,23,19,0,5,16,25,0,0,0,131,Matches
Mateo Pavlovi?\Mateo-Pavlovic,ba BIH,DF,Angers,30-325,1990,8.3,2,0,0,10,2,0,0,12,2,0,0,0,69,Matches
Strahinja Pavlovi?\Strahinja-Pavlovic,rs SRB,DF,Monaco,19-341,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dimitri Payet\Dimitri-Payet,fr FRA,FWMF,Marseille,34-032,1987,22.9,3,2,0,12,41,1,74,9,17,0,0,0,118,Matches
Yohann Pelé\Yohann-Pele,fr FRA,GK,Marseille,38-177,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Matches
Pietro Pellegri\Pietro-Pellegri,it ITA,FWMF,Monaco,20-044,2001,2.4,2,0,0,7,9,5,3,0,1,0,0,0,13,Matches
Andy Pelmard\Andy-Pelmard,fr FRA,DF,Nice,21-049,2000,13.1,1,0,0,17,6,0,1,14,15,0,1,0,106,Matches
Timothee Pembele\Timothee-Pembele,fr FRA,DF,Paris S-G,18-233,2002,4.2,1,0,0,6,3,0,2,4,7,0,0,1,29,Matches
Mathias Pereira Lage\Mathias-Pereira-Lage,pt POR,FWMF,Angers,24-151,1996,14.1,3,0,0,26,15,2,25,18,17,0,1,0,84,Matches
Danilo Pereira\Danilo-Pereira,pt POR,MFDF,Paris S-G,29-233,1991,12,3,0,0,13,12,0,2,15,10,0,0,0,127,Matches
Manuel Perez\Manuel-Perez,fr FRA,MF,Lens,29-354,1991,1.4,1,0,0,3,0,0,0,1,1,0,0,0,16,Matches
Romain Perraud\Romain-Perraud,fr FRA,DF,Brest,23-220,1997,30.9,4,0,0,44,52,3,100,29,41,0,1,0,262,Matches
Lucas Perrin\Lucas-Perrin,fr FRA,DF,Marseille,22-162,1998,3.4,1,0,0,4,4,0,2,7,6,0,0,0,25,Matches
Rayan Philippe\Rayan-Philippe,fr FRA,FW,Dijon,20-189,2000,1,0,0,0,0,3,1,1,0,2,0,0,0,5,Matches
Romain Philippoteaux\Romain-Philippoteaux,fr FRA,FW,Nîmes,33-059,1988,2.4,0,0,0,1,0,0,6,0,2,0,0,0,13,Matches
Romain Philippoteaux\Romain-Philippoteaux,fr FRA,MFFW,Brest,33-059,1988,6.5,0,0,0,3,7,2,11,6,6,0,0,0,39,Matches
Jérémy Pied\Jeremy-Pied,fr FRA,DF,Lille,32-066,1989,3.4,1,0,0,5,2,0,9,6,2,0,0,0,46,Matches
Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Brest,22-321,1998,23.6,4,0,0,28,26,2,23,21,35,1,0,0,180,Matches
Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,28-257,1992,3.6,0,0,0,0,8,0,7,5,1,0,0,0,21,Matches
Sanjin Prci?\Sanjin-Prcic,ba BIH,MF,Strasbourg,27-161,1993,3.8,1,0,0,9,3,0,4,5,2,0,0,0,50,Matches
Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,30-112,1991,16.2,2,0,0,17,38,2,28,13,20,0,0,0,99,Matches
Anthony Racioppi\Anthony-Racioppi,ch SUI,GK,Dijon,22-120,1998,21,0,0,0,0,4,0,0,0,0,0,0,1,103,Matches
Nemanja Radonji?\Nemanja-Radonjic,rs SRB,FW,Marseille,25-074,1996,4.4,2,0,0,3,3,2,8,2,8,0,0,0,31,Matches
Aleksandar Radovanovi?\Aleksandar-Radovanovic,rs SRB,DF,Lens,27-170,1993,1,0,0,0,1,0,0,0,0,0,0,0,0,6,Matches
Rafinha\Rafinha,br BRA,MF,Paris S-G,28-077,1993,13.5,2,0,0,20,39,1,8,12,31,1,0,0,126,Matches
Predrag Rajkovi?\Predrag-Rajkovic,rs SRB,GK,Reims,25-181,1995,32.5,2,0,0,1,11,0,0,0,0,0,1,0,177,Matches
Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FW,Lyon,23-103,1998,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,Matches
Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Nice,23-103,1998,11.8,1,0,0,6,21,3,10,8,5,1,0,0,77,Matches
Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Saint-Étienne,22-264,1998,3,2,0,0,6,1,0,0,7,3,0,0,0,40,Matches
Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Nîmes,30-184,1990,34,3,0,0,1,7,0,0,0,0,0,1,0,185,Matches
Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,27-241,1993,9,0,0,0,0,0,0,0,0,0,0,0,0,32,Matches
Renaud Ripart\Renaud-Ripart,fr FRA,MFFW,Nîmes,28-047,1993,29.9,3,0,0,27,55,4,37,35,30,0,0,0,239,Matches
Mihailo Risti?\Mihailo-Ristic,rs SRB,DF,Montpellier,25-181,1995,22,3,0,0,25,16,0,61,23,24,0,1,0,175,Matches
Maxence Rivera\Maxence-Rivera,fr FRA,MFFW,Saint-Étienne,18-335,2002,2.4,0,0,0,2,1,0,6,4,5,0,0,0,20,Matches
Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,23-088,1998,0.2,0,0,0,2,1,0,0,0,1,0,0,0,3,Matches
Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,26-144,1994,19,6,0,0,38,21,1,5,32,68,0,0,0,222,Matches
Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,33-060,1988,7.2,2,0,0,11,16,3,5,2,6,0,0,0,30,Matches
Daniele Rugani\Daniele-Rugani,it ITA,DF,Rennes,26-275,1994,1,1,0,0,2,2,0,0,0,2,0,0,0,14,Matches
Kays Ruiz\Kays-Ruiz,ma MAR,FWMF,Paris S-G,18-247,2002,2.1,1,0,0,4,5,0,1,1,1,0,0,0,11,Matches
Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Rennes,19-010,2002,0.5,0,0,0,5,2,2,0,1,2,0,0,0,4,Matches
Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MF,Nantes,24-141,1996,0.2,0,0,0,0,0,0,0,1,0,0,0,0,4,Matches
Idriss Saadi\Idriss-Saadi,dz ALG,FWMF,Strasbourg,29-081,1992,1.4,0,0,0,1,0,0,2,0,0,0,0,0,6,Matches
Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,28-056,1993,28.3,4,0,0,31,37,2,36,43,32,0,1,0,230,Matches
Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,31-018,1990,25.2,6,1,0,42,18,2,31,36,57,0,0,0,201,Matches
Moïse Sakava\Moise-Sakava,cm CMR,MF,Reims,20-125,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
William Saliba\William-Saliba,fr FRA,DF,Nice,20-037,2001,16,1,0,0,14,9,0,0,30,7,0,1,0,155,Matches
Romain Salin\Romain-Salin,fr FRA,GK,Rennes,36-275,1984,15,2,0,0,0,2,0,0,0,0,0,0,0,99,Matches
Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FW,Dijon,25-175,1995,21.9,4,0,0,34,36,16,9,12,17,1,0,0,98,Matches
Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,24-235,1996,25,2,0,0,22,40,3,61,29,32,0,0,0,169,Matches
Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,35-038,1986,11.3,4,1,0,14,21,0,31,8,9,0,0,0,68,Matches
Renato Sanches\Renato-Sanches,pt POR,MF,Lille,23-255,1997,12.9,3,0,0,25,27,1,16,13,11,0,0,0,120,Matches
Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,26-255,1994,9.2,2,0,0,18,10,0,13,12,19,0,0,0,57,Matches
Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,26-052,1995,3,1,0,0,7,5,1,1,2,6,0,0,0,38,Matches
Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,28-354,1992,13.9,2,0,0,7,15,7,35,4,12,0,0,0,65,Matches
Bouna Sarr\Bouna-Sarr,gn GUI,DF,Marseille,29-089,1992,0.8,0,0,0,3,2,0,1,1,1,0,0,0,8,Matches
Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,24-329,1996,4.6,1,0,0,6,5,1,0,4,6,0,0,0,52,Matches
Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,29-129,1991,23.2,6,1,0,53,65,1,53,36,52,1,2,0,263,Matches
Aurélien Scheidler\Aurelien-Scheidler,fr FRA,FW,Dijon,22-330,1998,3.8,1,0,0,7,4,6,0,0,1,0,0,0,11,Matches
Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Nice,31-173,1989,22.5,9,1,1,42,9,0,7,30,34,0,0,0,218,Matches
Malik Sellouki\Malik-Sellouki,fr FRA,FWMF,Nice,21-040,2000,0.5,1,0,0,1,2,0,3,1,0,0,0,0,1,Matches
Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,29-063,1992,4,0,0,0,0,0,0,0,0,0,0,0,0,15,Matches
Jean Seri\Jean-Seri,ci CIV,MF,Bordeaux,29-285,1991,7.8,3,0,0,15,12,0,4,8,11,0,0,0,84,Matches
Mahame Siby\Mahame-Siby,fr FRA,MF,Strasbourg,24-297,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,Matches
Abdoulaye Sidibé\Abdoulaye-Sidibe,fr FRA,MF,Saint-Étienne,19-080,2002,0.1,1,0,0,1,0,0,0,0,1,0,0,0,2,Matches
Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,28-275,1992,18.7,3,0,0,28,17,2,31,38,25,0,1,0,197,Matches
Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,23-003,1998,6.8,1,0,0,17,5,1,8,2,1,0,0,0,28,Matches
Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,br BRA,DF,Monaco,23-273,1997,22.4,0,0,0,9,10,3,62,20,31,1,0,0,172,Matches
Florent da Silva\Florent-da-Silva,fr FRA,FW,Lyon,18-028,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,29-352,1991,1.9,0,0,0,2,4,0,0,1,2,0,0,0,13,Matches
Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,20-362,2000,17.9,2,0,0,23,27,1,10,24,30,0,2,0,172,Matches
Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,25-292,1995,22.5,2,0,0,16,27,3,64,15,13,0,0,0,115,Matches
Xavi Simons\Xavi-Simons,nl NED,MF,Paris S-G,18-009,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Matches
Issouf Sissokho\Issouf-Sissokho,ml MLI,MFDF,Bordeaux,19-090,2002,0.3,1,0,0,2,1,0,0,1,2,0,0,0,5,Matches
Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,23-185,1997,27.9,6,0,0,65,22,1,20,51,48,0,1,0,282,Matches
Nelson Sissoko\Nelson-Sissoko,fr FRA,DF,Saint-Étienne,24-054,1997,5.3,0,0,0,2,4,0,6,5,8,0,0,1,50,Matches
Jacques Siwe\Jacques-Siwe,fr FRA,FW,Dijon,19-275,2001,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
Petar Škuleti?\Petar-Skuletic,rs SRB,FWMF,Montpellier,30-305,1990,2.1,0,0,0,3,3,1,2,0,5,0,0,0,10,Matches
Islam Slimani\Islam-Slimani,dz ALG,FW,Lyon,32-316,1988,5.4,0,1,0,12,6,5,6,1,4,0,0,0,24,Matches
Brandon Soppy\Brandon-Soppy,fr FRA,DF,Rennes,19-068,2002,6.1,1,0,0,12,14,0,14,6,13,0,0,0,53,Matches
Florian Sotoca\Florian-Sotoca,fr FRA,FW,Lens,30-187,1990,25.6,6,0,0,46,44,10,42,7,16,0,0,0,118,Matches
Cheick Souaré\Cheick-Souare,fr FRA,MF,Marseille,18-239,2002,0.1,0,0,0,1,0,0,0,1,0,0,0,0,1,Matches
Rayan Souici\Rayan-Souici,fr FRA,DF,Saint-Étienne,23-061,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,Matches
Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,28-316,1992,1.6,1,0,0,2,1,0,0,2,2,0,0,0,14,Matches
Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,22-062,1999,17.5,3,0,0,20,16,0,2,30,25,0,0,0,180,Matches
Yaya Soumaré\Yaya-Soumare,fr FRA,FW,Lyon,21-097,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Montpellier,29-077,1992,11.4,4,0,0,13,19,0,30,15,21,0,1,0,90,Matches
Ansou Sow\Ansou-Sow,fr FRA,MF,Lens,20-356,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saidou Sow\Saidou-Sow,gn GUI,DF,Saint-Étienne,18-300,2002,9.1,0,0,0,6,3,0,0,15,13,0,0,0,106,Matches
Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,31-076,1990,2.6,2,0,0,8,3,0,4,3,6,0,0,0,28,Matches
Abdoulaye Sylla\Abdoulaye-Sylla,gn GUI,DF,Nantes,21-020,2000,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,Matches
Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Lens,27-119,1994,12.4,0,1,0,17,9,2,36,16,21,0,0,0,102,Matches
Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FWMF,Nice,21-244,1999,1.1,1,0,0,2,1,0,3,0,1,1,0,0,3,Matches
Waniss Taibi\Waniss-Taibi,fr FRA,MF,Angers,19-054,2002,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
Flavien Tait\Flavien-Tait,fr FRA,MFFW,Rennes,28-087,1993,12.3,4,0,0,18,25,0,14,14,18,0,0,0,99,Matches
Heriberto Tavares\Heriberto-Tavares,pt POR,MFFW,Brest,24-070,1997,0.5,0,0,0,1,0,0,0,1,0,0,0,0,2,Matches
Warren Tchimbembé\Warren-Tchimbembe,fr FRA,MFFW,Metz,23-009,1998,5.5,0,0,0,4,6,0,5,3,3,0,0,0,54,Matches
Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Monaco,21-093,2000,30,9,1,1,53,52,1,22,55,86,0,0,0,342,Matches
Martin Terrier\Martin-Terrier,fr FRA,FWMF,Rennes,24-057,1997,23.7,2,1,0,28,32,8,27,15,22,0,0,0,104,Matches
Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,25-203,1995,0.2,0,0,0,0,0,0,0,1,1,0,0,0,4,Matches
Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,28-094,1993,27.5,4,0,0,23,46,7,94,14,22,0,1,0,147,Matches
Sada Thioub\Sada-Thioub,sn SEN,FWMF,Angers,25-333,1995,12.1,0,0,0,15,25,1,15,7,17,0,0,0,98,Matches
Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,32-322,1988,29.6,4,1,1,35,17,3,0,35,31,0,0,0,290,Matches
Adrien Thomasson\Adrien-Thomasson,fr FRA,MF,Strasbourg,27-141,1993,26.2,7,1,1,46,38,6,29,25,31,1,0,0,221,Matches
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,fr FRA,MF,Nice,20-035,2001,14.7,2,0,0,28,10,0,4,9,18,1,1,0,128,Matches
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,sn SEN,MF,Metz,22-057,1999,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,Matches
Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Nice,21-121,1999,10.8,3,0,0,12,10,0,1,16,14,0,0,0,77,Matches
Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Lyon,28-228,1992,27.4,3,0,0,23,22,12,43,24,6,2,0,0,120,Matches
Tyron Tormin\Tyron-Tormin,fr FRA,MFFW,Saint-Étienne,19-305,2001,0.2,0,0,0,1,1,0,0,0,0,0,0,0,3,Matches
Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,27-058,1994,18.7,2,0,0,20,32,0,5,16,21,0,2,0,197,Matches
Amadou Traore\Amadou-Traore,fr FRA,MFFW,Bordeaux,19-054,2002,2.4,0,0,0,4,8,0,12,1,3,0,0,0,12,Matches
Charles Traore\Charles-Traore,ml MLI,DF,Nantes,29-119,1992,18.8,6,0,0,32,22,1,20,25,37,0,1,0,169,Matches
Cheick Traoré\Cheick-Traore,ml MLI,DF,Lens,26-030,1995,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,Matches
Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,29-093,1992,29.5,4,0,0,34,21,2,90,53,35,1,1,0,280,Matches
Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,34-255,1986,33,3,0,0,20,11,1,4,42,34,0,0,0,292,Matches
Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,28-248,1992,20.6,1,0,0,25,11,0,48,32,24,0,0,0,209,Matches
Alexis Trouillet\Alexis-Trouillet,fr FRA,MF,Nice,20-128,2000,1.2,0,0,0,2,4,0,1,1,4,0,0,0,12,Matches
Adrien Truffert\Adrien-Truffert,fr FRA,DFMF,Rennes,19-161,2001,20.8,3,0,0,23,25,0,59,18,22,1,0,0,167,Matches
Marvin Tshibuabua\Marvin-Tshibuabua,fr FRA,DF,Saint-Étienne,19-112,2002,0.5,0,0,0,0,0,0,0,1,0,0,0,0,5,Matches
Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,25-041,1996,17.1,1,1,0,12,17,0,41,28,24,0,1,0,137,Matches
Naomichi Ueda\Naomichi-Ueda,jp JPN,DF,Nîmes,26-188,1994,4.1,0,0,0,0,3,1,1,7,1,0,0,0,26,Matches
Chimuanya Ugochukwu\Chimuanya-Ugochukwu,fr FRA,MF,Rennes,17-035,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,28-245,1992,24.4,1,0,0,28,33,14,14,10,3,0,0,0,66,Matches
Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,28-176,1992,16.2,6,0,0,27,49,0,9,20,31,0,0,0,169,Matches
Clément Vidal\Clement-Vidal,fr FRA,DF,Montpellier,20-316,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
Kevin Volland\Kevin-Volland,de GER,FWMF,Monaco,28-274,1992,26.9,3,0,0,49,38,13,24,3,26,2,0,0,126,Matches
Franklin Wadja\Franklin-Wadja,cm CMR,MF,Lorient,25-364,1995,0.4,1,0,0,1,0,0,0,0,1,0,0,0,11,Matches
Timothy Weah\Timothy-Weah,us USA,FWMF,Lille,21-067,2000,9.5,1,0,0,15,7,4,18,4,12,0,0,0,56,Matches
Yoane Wissa\Yoane-Wissa,cd COD,FWMF,Lorient,24-239,1996,26.2,2,0,0,27,75,10,27,19,16,2,0,0,176,Matches
Xeka\Xeka,pt POR,MF,Lille,26-171,1994,11.8,5,0,0,26,25,0,6,12,22,0,0,0,106,Matches
Yusuf Yaz?c?\Yusuf-Yazici,tr TUR,FWMF,Lille,24-091,1997,10.8,1,0,0,12,8,8,19,1,10,0,0,0,65,Matches
Burak Y?lmaz\Burak-Yilmaz,tr TUR,FW,Lille,35-289,1985,19.3,6,0,0,30,31,24,13,6,2,1,0,0,63,Matches
Wilitty Younoussa\Wilitty-Younoussa,cm CMR,DFMF,Dijon,19-233,2001,0.2,0,0,0,1,1,0,1,0,0,0,0,0,2,Matches
Zaydou Youssouf\Zaydou-Youssouf,fr FRA,MF,Saint-Étienne,21-293,1999,13.3,2,0,0,16,35,0,13,21,17,0,0,0,87,Matches
Arthur Zagre\Arthur-Zagre,fr FRA,MF,Dijon,19-208,2001,0.1,0,0,0,1,1,0,0,0,0,0,0,0,2,Matches
Arber Zeneli\Arber-Zeneli,xk KVX,MFFW,Reims,26-064,1995,13,0,0,0,13,21,5,19,9,9,0,0,0,82,Matches
Mehdi Zerkane\Mehdi-Zerkane,dz ALG,MFFW,Bordeaux,21-289,1999,11.8,2,1,0,20,23,1,7,10,16,1,1,0,84,Matches
Kévin Zohi\Kevin-Zohi,ml MLI,FWMF,Strasbourg,24-132,1996,4.7,0,0,0,6,2,0,12,6,7,0,0,0,31,Matches
