Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Antonio Adán\Antonio-Adan,es ESP,GK,Atlético Madrid,31,1987,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Aday\Aday,es ESP,DFMF,Girona,30,1987,10,8,645,7.2,0,2,0,0,0,2,0,0,0.28,0.28,0,0.28,Matches
Aritz Aduriz\Aritz-Aduriz,es ESP,FW,Athletic Club,37,1981,20,10,943,10.5,2,0,0,2,2,5,0,0.19,0,0.19,0,0,Matches
Luis Advíncula\Luis-Advincula,pe PER,DF,Rayo Vallecano,28,1990,28,27,2389,26.5,1,3,1,0,0,6,2,0.04,0.11,0.15,0.04,0.15,Matches
Martin Agirregabiria\Martin-Agirregabiria,es ESP,DF,Alavés,22,1996,27,23,2032,22.6,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Juan Aguilera\Juan-Aguilera,es ESP,MF,Huesca,32,1985,6,4,344,3.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Carlos Akapo\Carlos-Akapo,gq EQG,DF,Huesca,25,1993,13,12,1023,11.4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Sergio Akieme\Sergio-Akieme,es ESP,DF,Rayo Vallecano,20,1997,2,2,180,2,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
Jordi Alba\Jordi-Alba,es ESP,DF,Barcelona,29,1989,36,32,2991,33.2,2,8,2,0,0,6,0,0.06,0.24,0.3,0.06,0.3,Matches
Pedro Alcalá\Pedro-Alcala,es ESP,DF,Girona,29,1989,25,20,1868,20.8,1,1,1,0,0,9,0,0.05,0.05,0.1,0.05,0.1,Matches
Rubén Alcaraz\Ruben-Alcaraz,es ESP,MF,Valladolid,27,1991,34,34,2976,33.1,3,2,3,0,1,13,0,0.09,0.06,0.15,0.09,0.15,Matches
Álex Alegría\Alex-Alegria,es ESP,FWMF,Rayo Vallecano,25,1992,9,0,140,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Iván Alejo\Ivan-Alejo,es ESP,MFFW,Getafe,23,1995,4,2,146,1.6,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Carles Aleñá\Carles-Alena,es ESP,MF,Barcelona,20,1998,17,6,637,7.1,2,0,2,0,0,2,0,0.28,0,0.28,0.28,0.28,Matches
Alexander\Alexander,ar ARG,DF,Leganés,29,1988,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Júnior Alonso\Junior-Alonso,py PAR,DFMF,Celta Vigo,25,1993,9,6,536,6,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Sergio Álvarez\Sergio-Alvarez,es ESP,MFDF,Eibar,26,1992,19,12,1069,11.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Sergio Álvarez\Sergio-Alvarez,es ESP,GK,Celta Vigo,31,1986,13,13,1170,13,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Yeray Álvarez\Yeray-Alvarez,es ESP,DF,Athletic Club,23,1995,30,30,2613,29,0,0,0,0,0,10,0,0,0,0,0,0,Matches
Ibrahim Amadou\Ibrahim-Amadou,fr FRA,MFDF,Sevilla,25,1993,17,7,762,8.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Jordi Amat\Jordi-Amat,es ESP,DF,Rayo Vallecano,26,1992,31,31,2763,30.7,0,0,0,0,0,9,0,0,0,0,0,0,Matches
Amath\Amath,sn SEN,MFFW,Getafe,22,1996,15,13,1002,11.1,1,2,1,0,0,4,0,0.09,0.18,0.27,0.09,0.27,Matches
Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Real Sociedad,34,1984,11,11,990,11,0,0,0,0,0,1,0,0,0,0,0,0,Matches
José Ángel\Jose-Angel,es ESP,DF,Eibar,28,1989,35,34,3028,33.6,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,Matches
Antoñito\Antonito,es ESP,DFMF,Valladolid,30,1987,30,18,1863,20.7,2,1,2,0,0,5,0,0.1,0.05,0.14,0.1,0.14,Matches
Vitorino Antunes\Vitorino-Antunes,pt POR,DF,Getafe,31,1987,28,25,2181,24.2,1,3,1,0,0,5,0,0.04,0.12,0.17,0.04,0.17,Matches
Anuar\Anuar,ma MAR,MF,Valladolid,23,1995,19,12,1081,12,1,0,1,0,0,6,0,0.08,0,0.08,0.08,0.08,Matches
Emmanuel Apeh\Emmanuel-Apeh,ng NGA,MF,Celta Vigo,21,1996,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,22,1995,33,32,2676,29.7,1,2,1,0,0,8,0,0.03,0.07,0.1,0.03,0.1,Matches
Guilherme Arana\Guilherme-Arana,br BRA,MFDF,Sevilla,21,1997,9,8,629,7,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,26,1991,32,30,2682,29.8,3,0,3,0,0,3,1,0.1,0,0.1,0.1,0.1,Matches
Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,31,1987,25,22,1950,21.7,1,2,1,0,0,6,1,0.05,0.09,0.14,0.05,0.14,Matches
Santiago Arias\Santiago-Arias,co COL,DF,Atlético Madrid,26,1992,25,20,1772,19.7,1,1,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,Matches
José Arnaiz\Jose-Arnaiz,es ESP,DFMF,Leganés,23,1995,6,0,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,29,1989,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,22,1996,30,19,1779,19.8,1,4,1,0,0,3,0,0.05,0.2,0.25,0.05,0.25,Matches
Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,30,1987,27,26,2251,25,20,6,15,5,5,5,0,0.8,0.24,1.04,0.6,0.84,Matches
Ezequiel Ávila\Ezequiel-Avila,ar ARG,FWMF,Huesca,24,1994,34,20,1997,22.2,10,2,9,1,1,12,1,0.45,0.09,0.54,0.41,0.5,Matches
Abdoulaye Ba\Abdoulaye-Ba,sn SEN,DF,Rayo Vallecano,27,1991,26,25,2110,23.4,1,0,1,0,0,4,2,0.04,0,0.04,0.04,0.04,Matches
Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,31,1986,33,12,1270,14.1,6,1,5,1,1,3,0,0.43,0.07,0.5,0.35,0.43,Matches
Gareth Bale\Gareth-Bale,wal WAL,FW,Real Madrid,29,1989,29,21,1786,19.8,8,3,7,1,1,4,0,0.4,0.15,0.55,0.35,0.5,Matches
Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,30,1988,11,6,523,5.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,30,1988,32,32,2667,29.6,3,5,1,2,2,17,2,0.1,0.17,0.27,0.03,0.2,Matches
Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,25,1992,20,14,1233,13.7,2,2,1,1,1,3,0,0.15,0.15,0.29,0.07,0.22,Matches
Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,23,1995,36,31,2836,31.5,3,4,3,0,0,6,0,0.1,0.13,0.22,0.1,0.22,Matches
Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,31,1987,14,12,934,10.4,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,16,2001,9,5,399,4.4,1,0,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
Marc Bartra\Marc-Bartra,es ESP,DF,Betis,27,1991,33,33,2928,32.5,1,0,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
Borja Bastón\Borja-Baston,es ESP,FW,Alavés,25,1992,27,18,1439,16,5,1,5,0,0,4,0,0.31,0.06,0.38,0.31,0.38,Matches
Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Valencia,24,1993,15,4,527,5.9,1,0,1,0,0,3,0,0.17,0,0.17,0.17,0.17,Matches
Jon Bautista\Jon-Bautista,es ESP,FW,Real Sociedad,23,1995,18,4,597,6.6,1,0,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
Bebé\Bebe,pt POR,FWMF,Rayo Vallecano,28,1990,27,13,1302,14.5,1,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,Matches
Bebé\Bebe,pt POR,MF,Eibar,28,1990,2,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,19,1999,30,16,1517,16.9,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,27,1990,35,31,2812,31.2,18,9,16,2,2,3,0,0.58,0.29,0.86,0.51,0.8,Matches
Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,30,1987,36,35,2953,32.8,21,6,18,3,3,1,0,0.64,0.18,0.82,0.55,0.73,Matches
Yuri Berchiche\Yuri-Berchiche,es ESP,DFFW,Athletic Club,28,1990,35,35,3120,34.7,2,2,2,0,0,8,0,0.06,0.06,0.12,0.06,0.12,Matches
Markel Bergara\Markel-Bergara,es ESP,MF,Getafe,32,1986,3,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pedro Bigas\Pedro-Bigas,es ESP,DF,Eibar,27,1990,10,7,585,6.5,0,1,0,0,0,1,0,0,0.15,0.15,0,0.15,Matches
Alejandro Blanco\Alejandro-Blanco,es ESP,FWMF,Alavés,19,1998,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rubén Blanco\Ruben-Blanco,es ESP,GK,Celta Vigo,23,1995,25,25,2250,25,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Pablo de Blasis\Pablo-de-Blasis,ar ARG,DFMF,Eibar,30,1988,24,16,1520,16.9,2,0,2,0,0,2,1,0.12,0,0.12,0.12,0.12,Matches
Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FW,Levante,22,1996,16,7,699,7.8,1,0,1,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
Kevin-Prince Boateng\Kevin-Prince-Boateng,gh GHA,FW,Barcelona,31,1987,3,3,239,2.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Daniele Bonera\Daniele-Bonera,it ITA,DF,Villarreal,37,1981,5,4,230,2.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MFFW,Betis,28,1990,9,6,539,6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MF,Celta Vigo,28,1990,11,8,717,8,1,2,1,0,0,2,1,0.13,0.25,0.38,0.13,0.38,Matches
Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Celta Vigo,24,1993,35,25,2085,23.2,3,3,3,0,0,6,0,0.13,0.13,0.26,0.13,0.26,Matches
Yassine Bounou\Yassine-Bounou,ma MAR,GK,Girona,27,1991,32,32,2861,31.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Martin Braithwaite\Martin-Braithwaite,dk DEN,FW,Leganés,27,1991,19,16,1402,15.6,4,5,4,0,0,5,0,0.26,0.32,0.58,0.26,0.58,Matches
Darko Brašanac\Darko-Brasanac,rs SRB,MF,Alavés,26,1992,24,17,1580,17.6,0,1,0,0,0,5,0,0,0.06,0.06,0,0.06,Matches
Rajko Brežan?i?\Rajko-Brezancic,rs SRB,DF,Huesca,28,1989,1,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Bryan\Bryan,es ESP,MFFW,Sevilla,17,2001,11,0,167,1.9,1,1,1,0,0,0,0,0.54,0.54,1.08,0.54,1.08,Matches
Burgui\Burgui,es ESP,MFFW,Alavés,24,1993,16,5,555,6.2,1,0,1,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
Sergio Busquets\Sergio-Busquets,es ESP,MF,Barcelona,30,1988,35,30,2715,30.2,0,1,0,0,0,10,0,0,0.03,0.03,0,0.03,Matches
Unai Bustinza\Unai-Bustinza,es ESP,DF,Leganés,26,1992,25,24,2023,22.5,0,1,0,0,0,11,1,0,0.04,0.04,0,0.04,Matches
Erick Cabaco\Erick-Cabaco,uy URU,DF,Levante,23,1995,21,20,1632,18.1,2,0,2,0,0,11,2,0.11,0,0.11,0.11,0.11,Matches
Gustavo Cabral\Gustavo-Cabral,ar ARG,DF,Celta Vigo,32,1985,24,21,1897,21.1,0,0,0,0,0,6,2,0,0,0,0,0,Matches
Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Getafe,27,1991,32,31,2794,31,2,0,2,0,0,11,1,0.06,0,0.06,0.06,0.06,Matches
Jordi Calavera\Jordi-Calavera,es ESP,DF,Eibar,22,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fernando Calero\Fernando-Calero,es ESP,DF,Valladolid,22,1995,36,35,3130,34.8,1,0,1,0,0,7,0,0.03,0,0.03,0.03,0.03,Matches
Jonathan Calleri\Jonathan-Calleri,ar ARG,FW,Alavés,24,1993,34,33,2869,31.9,9,2,7,2,2,6,0,0.28,0.06,0.35,0.22,0.28,Matches
Juanjo Camacho\Juanjo-Camacho,es ESP,MF,Huesca,37,1980,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sergio Camello\Sergio-Camello,es ESP,FW,Atlético Madrid,17,2001,1,0,45,0.5,1,0,1,0,0,0,0,2,0,2,2,2,Matches
José Campaña\Jose-Campana,es ESP,MF,Levante,25,1993,36,36,3210,35.7,4,9,4,0,0,11,0,0.11,0.25,0.36,0.11,0.36,Matches
Sergio Canales\Sergio-Canales,es ESP,MFFW,Betis,27,1991,32,30,2655,29.5,7,2,5,2,2,5,0,0.24,0.07,0.31,0.17,0.24,Matches
Ander Capa\Ander-Capa,es ESP,DF,Athletic Club,26,1992,25,17,1642,18.2,0,0,0,0,0,9,0,0,0,0,0,0,Matches
Marc Cardona\Marc-Cardona,es ESP,FWMF,Eibar,23,1995,17,6,604,6.7,3,1,3,0,0,1,0,0.45,0.15,0.6,0.45,0.6,Matches
Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,29,1988,24,24,2130,23.7,1,1,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08,Matches
Guido Carrillo\Guido-Carrillo,ar ARG,FW,Leganés,27,1991,32,23,1992,22.1,6,1,5,1,3,5,0,0.27,0.05,0.32,0.23,0.27,Matches
Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,26,1992,24,23,2107,23.4,1,2,1,0,0,10,0,0.04,0.09,0.13,0.04,0.13,Matches
William Carvalho\William-Carvalho,pt POR,MF,Betis,26,1992,30,26,2385,26.5,0,5,0,0,0,7,0,0,0.19,0.19,0,0.19,Matches
Casemiro\Casemiro,br BRA,MF,Real Madrid,26,1992,29,27,2312,25.7,3,0,3,0,0,7,1,0.12,0,0.12,0.12,0.12,Matches
Santiago Cáseres\Santiago-Caseres,ar ARG,MF,Villarreal,21,1997,23,17,1588,17.6,0,1,0,0,0,10,0,0,0.06,0.06,0,0.06,Matches
Catena\Catena,es ESP,DF,Rayo Vallecano,23,1994,2,2,176,2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Santi Cazorla\Santi-Cazorla,es ESP,MFFW,Villarreal,33,1984,35,30,2647,29.4,4,10,2,2,3,2,0,0.14,0.34,0.48,0.07,0.41,Matches
Dani Ceballos\Dani-Ceballos,es ESP,MFFW,Real Madrid,21,1996,23,13,1248,13.9,3,0,3,0,0,3,0,0.22,0,0.22,0.22,0.22,Matches
Charles\Charles,br BRA,FW,Eibar,34,1984,34,17,1739,19.3,14,1,8,6,7,4,0,0.72,0.05,0.78,0.41,0.47,Matches
Chechu\Chechu,es ESP,DF,Rayo Vallecano,36,1982,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Chema\Chema,es ESP,DF,Levante,26,1992,19,13,1254,13.9,2,0,2,0,0,7,0,0.14,0,0.14,0.14,0.14,Matches
Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,27,1990,27,19,1706,19,2,2,2,0,0,2,0,0.11,0.11,0.21,0.11,0.21,Matches
Leandro Chichizola\Leandro-Chichizola,ar ARG,GK,Getafe,28,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Samuel Chukwueze\Samuel-Chukwueze,ng NGA,FWMF,Villarreal,19,1999,26,19,1706,19,5,2,5,0,0,2,0,0.26,0.11,0.37,0.26,0.37,Matches
Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Barcelona,29,1989,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Coke\Coke,es ESP,DF,Levante,31,1987,27,19,1817,20.2,4,0,4,0,0,5,1,0.2,0,0.2,0.2,0.2,Matches
Álex Collado\Alex-Collado,es ESP,FW,Barcelona,19,1999,1,0,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Santi Comesaña\Santi-Comesana,es ESP,MF,Rayo Vallecano,21,1996,25,23,2032,22.6,1,1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matches
Duje ?op\Duje-Cop,hr CRO,FW,Valladolid,28,1990,18,6,687,7.6,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,27,1991,26,20,1761,19.6,0,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
Iñigo Córdoba\Inigo-Cordoba,es ESP,FW,Athletic Club,21,1997,23,15,1321,14.7,0,4,0,0,0,3,0,0,0.27,0.27,0,0.27,Matches
Ángel Correa\Angel-Correa,ar ARG,MFFW,Atlético Madrid,23,1995,36,20,1919,21.3,3,2,3,0,0,7,1,0.14,0.09,0.23,0.14,0.23,Matches
Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,29,1988,16,14,1112,12.4,2,2,2,0,0,4,1,0.16,0.16,0.32,0.16,0.32,Matches
Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,30,1988,21,18,1495,16.6,1,0,1,0,0,6,0,0.06,0,0.06,0.06,0.06,Matches
David Costas\David-Costas,es ESP,DF,Celta Vigo,23,1995,15,13,1173,13,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,26,1992,27,27,2430,27,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Barcelona,26,1992,34,22,2018,22.4,5,2,5,0,0,2,0,0.22,0.09,0.31,0.22,0.31,Matches
Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MFFW,Getafe,24,1993,15,4,450,5,0,2,0,0,0,3,0,0,0.4,0.4,0,0.4,Matches
Cucho\Cucho,co COL,FW,Huesca,19,1999,34,25,2150,23.9,4,3,2,2,2,6,0,0.17,0.13,0.29,0.08,0.21,Matches
Marc Cucurella\Marc-Cucurella,es ESP,MFFW,Eibar,20,1998,31,26,2354,26.2,1,2,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,Matches
Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,34,1984,34,34,3055,33.9,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Sergi Darder\Sergi-Darder,es ESP,MF,Espanyol,24,1993,34,32,2709,30.1,5,2,5,0,0,8,1,0.17,0.07,0.23,0.17,0.23,Matches
Moisés Delgado\Moises-Delgado,es ESP,DF,Valladolid,24,1994,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,21,1997,29,20,1661,18.5,8,5,8,0,0,1,0,0.43,0.27,0.7,0.43,0.7,Matches
Franco Di Santo\Franco-Di-Santo,ar ARG,FW,Rayo Vallecano,29,1989,6,1,172,1.9,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,21,1996,22,16,1580,17.6,2,0,2,0,0,9,0,0.11,0,0.11,0.11,0.11,Matches
Brahim Díaz\Brahim-Diaz,es ESP,FW,Real Madrid,18,1999,9,5,376,4.2,1,1,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48,Matches
Javier Díaz\Javier-Diaz,es ESP,GK,Sevilla,21,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Huesca,22,1996,9,8,749,8.3,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Stole Dimitrievski\Stole-Dimitrievski,mk MKD,GK,Rayo Vallecano,24,1993,21,21,1890,21,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,32,1986,28,27,2352,26.1,1,1,1,0,0,11,0,0.04,0.04,0.08,0.04,0.08,Matches
Djené\Djene,tg TOG,DF,Getafe,26,1991,34,34,2976,33.1,0,0,0,0,0,13,2,0,0,0,0,0,Matches
Marko Dmitrovi?\Marko-Dmitrovic,rs SRB,GK,Eibar,26,1992,24,24,2160,24,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,27,1990,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,25,1992,9,3,318,3.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
