Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
219,Jordan Ikoko\Jordan-Ikoko,cd COD,DF,Guingamp,23,1994,28,26,2420,26.9,0,3,0,0,0,5,0,0,0.11,0.11,0,0.11,1.1,1.1,1.5,2.6,0.04,0.06,0.1,0.04,0.1,Matches
220,Jonathan Ikone\Jonathan-Ikone,fr FRA,FWMF,Montpellier,19,1998,18,12,999,11.1,1,1,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,1.1,1.1,2.1,3.2,0.1,0.19,0.29,0.1,0.29,Matches
221,Jules Iloki\Jules-Iloki,fr FRA,MFFW,Nantes,25,1992,26,14,1415,15.7,0,0,0,0,0,1,0,0,0,0,0,0,1.3,1.3,2.8,4,0.08,0.17,0.25,0.08,0.25,Matches
222,Giannelli Imbula\Giannelli-Imbula,cd COD,MF,Toulouse,24,1992,28,28,2244,24.9,1,0,1,0,0,4,0,0.04,0,0.04,0.04,0.04,1.4,1.4,2,3.5,0.06,0.08,0.14,0.06,0.14,Matches
223,Emmanuel Imorou\Emmanuel-Imorou,bj BEN,DF,Caen,28,1988,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
224,Christophe Jallet\Christophe-Jallet,fr FRA,DF,Nice,33,1983,15,13,1173,13,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,1.1,1.3,0.02,0.08,0.1,0.02,0.1,Matches
225,Ablie Jallow\Ablie-Jallow,gm GAM,MFFW,Metz,18,1998,2,2,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.12,0.09,0.2,0.12,0.2,Matches
226,Saidy Janko\Saidy-Janko,ch SUI,DFMF,Saint-Étienne,21,1995,21,16,1422,15.8,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.7,0.8,0.01,0.05,0.05,0.01,0.05,Matches
227,Nicolas Janvier\Nicolas-Janvier,fr FRA,MFFW,Rennes,18,1998,3,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
228,Corentin Jean\Corentin-Jean,fr FRA,MFFW,Toulouse,22,1995,33,18,1688,18.8,1,3,1,0,0,3,0,0.05,0.16,0.21,0.05,0.21,1.8,1.8,3,4.8,0.1,0.16,0.26,0.1,0.26,Matches
229,Benjamin Jeannot\Benjamin-Jeannot,fr FRA,FWMF,Dijon,25,1992,24,14,1405,15.6,4,1,4,0,0,4,0,0.26,0.06,0.32,0.26,0.32,3.3,3.3,0.9,4.2,0.21,0.06,0.27,0.21,0.27,Matches
230,Jemerson\Jemerson,br BRA,DF,Monaco,24,1992,33,33,2856,31.7,2,0,2,0,0,7,1,0.06,0,0.06,0.06,0.06,2.1,2.1,0.1,2.2,0.07,0,0.07,0.07,0.07,Matches
231,Karl-Johan Johnsson\Karl-Johan-Johnsson,se SWE,GK,Guingamp,27,1990,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
232,Jorge\Jorge,br BRA,DF,Monaco,21,1996,22,22,1919,21.3,1,2,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,0.3,0.3,2,2.3,0.01,0.09,0.11,0.01,0.11,Matches
233,Yann Jouffre\Yann-Jouffre,fr FRA,MFFW,Metz,33,1984,4,3,274,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.01,0.23,0.24,0.01,0.24,Matches
234,Vuka_in Jovanovi_\Vukasin-Jovanovic,rs SRB,DF,Bordeaux,21,1996,16,16,1440,16,0,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches
235,Stevan Joveti_\Stevan-Jovetic,me MNE,FW,Monaco,27,1989,15,7,753,8.4,8,0,8,0,0,1,0,0.96,0,0.96,0.96,0.96,6.4,6.4,0.7,7,0.76,0.08,0.84,0.76,0.84,Matches
236,Christopher Jullien\Christopher-Jullien,fr FRA,DF,Toulouse,24,1993,30,30,2605,28.9,1,1,1,0,0,7,0,0.03,0.03,0.07,0.03,0.07,3,3,0.6,3.6,0.1,0.02,0.12,0.1,0.12,Matches
237,Alexander Ka_anikli_\Alexander-Kacaniklic,se SWE,MFFW,Nantes,25,1991,9,3,316,3.5,0,1,0,0,0,0,0,0,0.28,0.28,0,0.28,0.3,0.3,0,0.3,0.08,0.01,0.08,0.08,0.08,Matches
238,Gaël Kakuta\Gael-Kakuta,cd COD,MFFW,Amiens,26,1991,36,36,3084,34.3,6,4,6,0,1,3,0,0.18,0.12,0.29,0.18,0.29,4.7,4,7.1,11.1,0.14,0.21,0.34,0.12,0.32,Matches
239,François Kamano\Francois-Kamano,gn GUI,FWMF,Bordeaux,21,1996,35,23,2015,22.4,8,4,7,1,1,4,0,0.36,0.18,0.54,0.31,0.49,8.4,7.4,4.9,12.3,0.37,0.22,0.59,0.33,0.55,Matches
240,Bingourou Kamara\Bingourou-Kamara,sn SEN,GK,Strasbourg,20,1996,19,19,1691,18.8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
241,Boubacar Kamara\Boubacar-Kamara,fr FRA,DFMF,Marseille,17,1999,6,5,455,5.1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
242,Wilfried Kanga\Wilfried-Kanga,fr FRA,FWMF,Angers,19,1998,9,1,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0.02,0.07,0.04,0.07,Matches
243,Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Metz,34,1983,29,29,2570,28.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
244,Joris Kayembe\Joris-Kayembe,be BEL,FWMF,Nantes,22,1994,3,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.03,0.09,0.12,0.03,0.12,Matches
245,Christophe Kerbrat\Christophe-Kerbrat,fr FRA,DF,Guingamp,30,1986,37,37,3320,36.9,1,0,1,0,0,4,0,0.03,0,0.03,0.03,0.03,0.5,0.5,0.1,0.6,0.01,0,0.02,0.01,0.02,Matches
246,Billy Ketkeophomphone\Billy-Ketkeophomphone,fr FRA,MFFW,Angers,27,1990,13,5,437,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.05,0.07,0.12,0.05,0.12,Matches
247,Driss Khalid\Driss-Khalid,ma MAR,FW,Toulouse,18,1999,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.18,0,0.18,0.18,0.18,Matches
248,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MFFW,Troyes,22,1995,32,21,1955,21.7,5,1,5,0,1,1,0,0.23,0.05,0.28,0.23,0.28,4.5,3.7,3,6.7,0.2,0.14,0.34,0.17,0.31,Matches
249,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Rennes,26,1991,24,23,1920,21.3,9,2,6,3,4,8,1,0.42,0.09,0.52,0.28,0.37,8.3,5.2,3.6,8.8,0.39,0.17,0.55,0.24,0.41,Matches
250,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,21,1995,28,27,2425,26.9,0,0,0,0,0,8,4,0,0,0,0,0,1.2,1.2,0.3,1.5,0.05,0.01,0.06,0.05,0.06,Matches
251,Hervé Koffi\Herve-Koffi,bf BFA,GK,Lille,20,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
252,Seybou Koita\Seybou-Koita,ne NIG,FWMF,Amiens,23,1994,6,2,212,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.4,0.14,0.02,0.16,0.14,0.16,Matches
253,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,24,1993,33,28,2472,27.5,13,1,11,2,2,8,0,0.47,0.04,0.51,0.4,0.44,10.4,8.9,1.6,10.5,0.38,0.06,0.43,0.32,0.38,Matches
254,Bakary Koné\Bakary-Kone,bf BFA,DF,Strasbourg,29,1988,28,27,2462,27.4,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,1.3,1.3,0,1.4,0.05,0,0.05,0.05,0.05,Matches
255,Terence Kongolo\Terence-Kongolo,nl NED,DF,Monaco,23,1994,3,3,256,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,0.04,0.12,0.16,0.04,0.16,Matches
256,Christian Kouakou\Christian-Kouakou,ci CIV,MFFW,Caen,26,1991,19,7,847,9.4,1,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,2.3,2.3,0.4,2.7,0.25,0.04,0.29,0.25,0.29,Matches
257,Rominigue Kouamé\Rominigue-Kouame,ml MLI,DFMF,Lille,20,1996,6,1,200,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.15,0.15,0,0.15,Matches
258,Tomá_ Koubek\Tomas-Koubek,cz CZE,GK,Rennes,24,1992,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
259,Jules Koundé\Jules-Kounde,fr FRA,DF,Bordeaux,18,1998,18,17,1589,17.7,2,1,2,0,0,1,0,0.11,0.06,0.17,0.11,0.17,1.4,1.4,0.1,1.5,0.08,0.01,0.09,0.08,0.09,Matches
260,Vincent Koziello\Vincent-Koziello,fr FRA,MF,Nice,21,1995,15,10,808,9,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.6,0.9,0.03,0.07,0.1,0.03,0.1,Matches
261,Rene Krhin\Rene-Krhin,si SVN,MF,Nantes,27,1990,18,16,1313,14.6,1,0,1,0,0,5,0,0.07,0,0.07,0.07,0.07,1.7,1.7,0.1,1.8,0.12,0,0.12,0.12,0.12,Matches
262,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,24,1992,20,19,1705,18.9,2,2,2,0,0,1,0,0.11,0.11,0.21,0.11,0.21,1.7,1.7,1.3,3,0.09,0.07,0.16,0.09,0.16,Matches
263,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,20,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
264,Brighton Labeau\Brighton-Labeau,fr FRA,FW,Amiens,21,1996,2,0,23,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
265,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,23,1994,20,10,957,10.6,3,0,2,1,1,1,0,0.28,0,0.28,0.19,0.19,3.8,3.1,0.6,3.7,0.36,0.05,0.42,0.29,0.34,Matches
266,Léo Lacroix\Leo-Lacroix,ch SUI,DF,Saint-Étienne,25,1992,11,8,776,8.6,0,0,0,0,0,3,1,0,0,0,0,0,0.7,0.7,0,0.7,0.08,0,0.08,0.08,0.08,Matches
267,Alban Lafont\Alban-Lafont,fr FRA,GK,Toulouse,18,1999,38,38,3420,38,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,Matches
268,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,25,1991,31,30,2724,30.3,3,5,0,3,3,5,2,0.1,0.17,0.26,0,0.17,2.7,0.4,2.3,2.7,0.09,0.08,0.17,0.01,0.09,Matches
269,Ádám Lang\Adam-Lang,hu HUN,DF,Dijon,24,1993,3,3,233,2.6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
270,Paul Lasne\Paul-Lasne,fr FRA,MF,Montpellier,28,1989,37,34,3064,34,1,3,1,0,0,10,0,0.03,0.09,0.12,0.03,0.12,1.4,1.4,2.6,4,0.04,0.08,0.12,0.04,0.12,Matches
271,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,29,1987,10,8,621,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.04,0,0.04,0.04,0.04,Matches
272,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FWMF,Nice,27,1990,7,0,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.04,0.26,0.3,0.04,0.3,Matches
273,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Nice,27,1989,29,29,2534,28.2,0,1,0,0,0,4,0,0,0.04,0.04,0,0.04,0.4,0.4,0.9,1.3,0.01,0.03,0.05,0.01,0.05,Matches
274,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,21,1996,32,19,1880,20.9,3,2,3,0,0,6,2,0.14,0.1,0.24,0.14,0.24,3.4,3.4,2.4,5.8,0.17,0.12,0.29,0.17,0.29,Matches
275,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,26,1991,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
276,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MFFW,Nice,24,1993,34,33,2890,32.1,5,6,4,1,1,6,1,0.16,0.19,0.34,0.12,0.31,5.5,4.8,5.1,9.9,0.17,0.16,0.33,0.15,0.31,Matches
277,Thomas Lemar\Thomas-Lemar,fr FRA,MFFW,Monaco,21,1995,30,27,2377,26.4,2,6,2,0,0,1,0,0.08,0.23,0.3,0.08,0.3,4.2,4.2,7.3,11.5,0.16,0.27,0.43,0.16,0.43,Matches
278,Dylan Lempereur\Dylan-Lempereur,fr FRA,DF,Metz,18,1998,3,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
279,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,24,1993,37,37,3284,36.5,3,1,3,0,0,8,0,0.08,0.03,0.11,0.08,0.11,4.4,4.4,2.1,6.5,0.12,0.06,0.18,0.12,0.18,Matches
280,Alexandre Letellier\Alexandre-Letellier,fr FRA,GK,Angers,26,1990,13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
281,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,32,1985,7,4,438,4.9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.7,0.7,0,0.14,0.14,0,0.14,Matches
282,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,29,1988,33,29,2601,28.9,5,5,4,1,1,7,0,0.17,0.17,0.35,0.14,0.31,3.4,2.6,6.4,8.9,0.12,0.22,0.34,0.09,0.31,Matches
283,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,25,1991,33,30,2657,29.5,2,3,2,0,0,3,0,0.07,0.1,0.17,0.07,0.17,1.9,1.9,5.3,7.2,0.07,0.18,0.24,0.07,0.24,Matches
284,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,21,1996,33,18,1776,19.7,4,2,4,0,0,2,0,0.2,0.1,0.3,0.2,0.3,3,3,1.8,4.8,0.15,0.09,0.24,0.15,0.24,Matches
285,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,16,2000,4,1,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
286,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,26,1990,34,34,3060,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
287,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,21,1995,38,32,2532,28.1,15,6,15,0,0,2,0,0.53,0.21,0.75,0.53,0.75,9.8,9.8,5.5,15.3,0.35,0.19,0.54,0.35,0.54,Matches
288,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,19,1997,24,14,1378,15.3,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,2.4,2.8,0.03,0.16,0.18,0.03,0.18,Matches
289,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MF,Nice,20,1997,4,1,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.06,0.06,0,0.06,Matches
290,Cheikh M'Bengue\Cheikh-MBengue,sn SEN,DF,Saint-Étienne,29,1988,7,6,488,5.4,0,1,0,0,0,2,0,0,0.18,0.18,0,0.18,0,0,0.2,0.2,0.01,0.03,0.04,0.01,0.04,Matches
291,Raïs M'Bolhi\Rais-MBolhi,dz ALG,GK,Rennes,31,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
292,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,27,1990,17,17,1479,16.4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01,Matches
293,Zinédine Machach\Zinedine-Machach,fr FRA,FWMF,Toulouse,21,1996,4,2,192,2.1,1,0,1,0,0,2,0,0.47,0,0.47,0.47,0.47,0.2,0.2,0.1,0.3,0.07,0.06,0.13,0.07,0.13,Matches
294,Hicham Mahou\Hicham-Mahou,fr FRA,FWMF,Nice,18,1999,3,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
295,Thiago Maia\Thiago-Maia,br BRA,MFDF,Lille,20,1997,34,28,2466,27.4,0,0,0,0,0,3,2,0,0,0,0,0,0.9,0.9,0.5,1.3,0.03,0.02,0.05,0.03,0.05,Matches
296,Habib Maïga\Habib-Maiga,ci CIV,MFDF,Saint-Étienne,21,1996,13,7,707,7.9,1,0,1,0,0,2,0,0.13,0,0.13,0.13,0.13,0.3,0.3,1.3,1.5,0.04,0.16,0.2,0.04,0.2,Matches
297,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,21,1995,34,34,3033,33.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
298,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,19,1998,5,2,246,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05,Matches
299,Malcom\Malcom,br BRA,FWMF,Bordeaux,20,1997,35,32,2856,31.7,12,7,11,1,2,2,0,0.38,0.22,0.6,0.35,0.57,7.4,5.7,8.8,14.5,0.23,0.28,0.51,0.18,0.46,Matches
300,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Lille,26,1991,23,21,1815,20.2,0,5,0,0,0,2,0,0,0.25,0.25,0,0.25,0.5,0.5,4,4.5,0.02,0.2,0.22,0.02,0.22,Matches
301,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,28,1989,33,33,2970,33,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,1.8,2.4,0.02,0.05,0.07,0.02,0.07,Matches
302,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,32,1985,31,31,2680,29.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
303,Georges Mandjeck\Georges-Mandjeck,cm CMR,MFDF,Metz,28,1988,14,11,967,10.7,0,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
304,Kader Mangane\Kader-Mangane,sn SEN,DF,Strasbourg,34,1983,20,20,1718,19.1,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,1.9,1.9,0.2,2,0.1,0.01,0.11,0.1,0.11,Matches
305,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,30,1987,35,34,3025,33.6,2,4,1,1,1,7,0,0.06,0.12,0.18,0.03,0.15,4.4,3.6,5.9,9.5,0.13,0.17,0.3,0.11,0.28,Matches
306,Harrison Manzala\Harrison-Manzala,cd COD,FWMF,Amiens,23,1994,37,18,1864,20.7,4,3,3,1,1,3,0,0.19,0.14,0.34,0.14,0.29,3,2.2,2.1,4.3,0.14,0.1,0.25,0.11,0.21,Matches
307,Myziane Maolida\Myziane-Maolida,fr FRA,FW,Lyon,18,1999,13,2,333,3.7,1,0,1,0,0,0,0,0.27,0,0.27,0.27,0.27,0.8,0.8,0.9,1.7,0.24,0.24,0.48,0.24,0.48,Matches
308,Faitout Maouassa\Faitout-Maouassa,fr FRA,MFFW,Rennes,19,1998,19,9,961,10.7,0,3,0,0,0,1,0,0,0.28,0.28,0,0.28,0.8,0.8,1.2,2,0.08,0.12,0.2,0.08,0.2,Matches
309,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,28,1989,18,14,1295,14.4,0,3,0,0,0,1,0,0,0.21,0.21,0,0.21,0.1,0.1,1.9,2,0.01,0.13,0.14,0.01,0.14,Matches
310,Vincent Marcel\Vincent-Marcel,fr FRA,FW,Nice,20,1997,2,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
311,Marcelo\Marcelo,br BRA,DF,Lyon,30,1987,35,35,3106,34.5,3,1,3,0,0,5,1,0.09,0.03,0.12,0.09,0.12,2.1,2.1,0.8,3,0.06,0.02,0.09,0.06,0.09,Matches
312,Mariano\Mariano,do DOM,FW,Lyon,23,1993,34,30,2508,27.9,18,3,17,1,1,6,0,0.65,0.11,0.75,0.61,0.72,13.6,12.8,2.5,15.4,0.49,0.09,0.58,0.46,0.55,Matches
313,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,25,1991,27,21,1885,20.9,1,0,1,0,0,5,0,0.05,0,0.05,0.05,0.05,1,1,0.8,1.8,0.05,0.04,0.08,0.05,0.08,Matches
314,Marlon\Marlon,br BRA,DF,Nice,21,1995,23,22,1930,21.4,0,0,0,0,0,5,2,0,0,0,0,0,0.3,0.3,0.3,0.6,0.01,0.01,0.03,0.01,0.03,Matches
315,Marquinhos\Marquinhos,br BRA,DF,Paris S-G,23,1994,26,25,2262,25.1,0,1,0,0,0,1,0,0,0.04,0.04,0,0.04,1.5,1.5,1,2.5,0.06,0.04,0.1,0.06,0.1,Matches
316,Jonas Martin\Jonas-Martin,fr FRA,MFFW,Strasbourg,27,1990,36,36,3024,33.6,4,1,1,3,3,6,0,0.12,0.03,0.15,0.03,0.06,4.1,1.9,2.2,4.1,0.12,0.07,0.19,0.05,0.12,Matches
317,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Strasbourg,28,1989,24,24,2115,23.5,0,1,0,0,0,4,0,0,0.04,0.04,0,0.04,1.4,1.4,0.4,1.8,0.06,0.02,0.07,0.06,0.07,Matches
318,Jonathan Martins Pereira\Jonathan-Martins-Pereira,fr FRA,DF,Guingamp,31,1986,14,14,1135,12.6,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,1.5,1.7,0.02,0.12,0.13,0.02,0.13,Matches
319,Christopher Martins\Christopher-Martins,lu LUX,MF,Lyon,20,1997,2,1,69,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
320,Eden Massouema\Eden-Massouema,cg CGO,MF,Dijon,20,1997,6,2,189,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.4,0.01,0.17,0.17,0.01,0.17,Matches
321,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Paris S-G,30,1987,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
322,Kylian Mbappé\Kylian-Mbappe,fr FRA,FWMF,Monaco,18,1998,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0.2,0.2,0.2,Matches
323,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,18,1998,27,24,2095,23.3,13,9,13,0,0,2,0,0.56,0.39,0.95,0.56,0.95,14.5,14.5,7.8,22.3,0.62,0.33,0.96,0.62,0.96,Matches
324,Adama Mbengue\Adama-Mbengue,sn SEN,DF,Caen,23,1993,19,18,1596,17.7,0,0,0,0,0,2,1,0,0,0,0,0,0.6,0.6,1.7,2.3,0.03,0.1,0.13,0.03,0.13,Matches
325,Isaac Mbenza\Isaac-Mbenza,be BEL,FWMF,Montpellier,21,1996,38,22,2094,23.3,8,2,8,0,0,4,0,0.34,0.09,0.43,0.34,0.43,7.3,7.3,2.1,9.5,0.31,0.09,0.41,0.31,0.41,Matches
326,Bryan Mbeumo\Bryan-Mbeumo,fr FRA,FWMF,Troyes,17,1999,4,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.15,0,0.15,0.15,0.15,Matches
327,Jordi Mboula\Jordi-Mboula,es ESP,MFFW,Monaco,18,1999,3,0,31,0.3,1,0,1,0,0,0,0,2.9,0,2.9,2.9,2.9,0.1,0.1,0,0.1,0.39,0,0.39,0.39,0.39,Matches
328,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Monaco,23,1994,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
329,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Bordeaux,23,1994,18,15,1335,14.8,1,2,1,0,0,0,0,0.07,0.13,0.2,0.07,0.2,1.5,1.5,1.3,2.8,0.1,0.09,0.19,0.1,0.19,Matches
