Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
330,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,26,1990,34,32,2855,31.7,1,1,1,0,0,11,0,0.03,0.03,0.06,0.03,0.06,0.5,0.5,0.2,0.7,0.02,0.01,0.02,0.02,0.02,Matches
331,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lille,25,1992,31,27,2294,25.5,3,3,3,0,0,4,2,0.12,0.12,0.24,0.12,0.24,2.6,2.6,3.2,5.8,0.1,0.12,0.23,0.1,0.23,Matches
332,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,25,1992,13,12,1032,11.5,2,0,2,0,0,0,0,0.17,0,0.17,0.17,0.17,2.3,2.3,0.8,3.1,0.2,0.07,0.27,0.2,0.27,Matches
333,Alexandre Mendy\Alexandre-Mendy,gw GNB,FWMF,Bordeaux,23,1994,16,8,799,8.9,4,0,4,0,0,2,0,0.45,0,0.45,0.45,0.45,5.2,5.2,0.8,6,0.59,0.09,0.68,0.59,0.68,Matches
334,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Lyon,22,1995,27,24,2121,23.6,0,4,0,0,0,4,0,0,0.17,0.17,0,0.17,1,1,3.1,4.1,0.04,0.13,0.17,0.04,0.17,Matches
335,Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Nice,25,1992,14,11,964,10.7,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,0.1,0.1,0.3,0.4,0.01,0.03,0.03,0.01,0.03,Matches
336,Hamza Mendyl\Hamza-Mendyl,ma MAR,DFMF,Lille,19,1997,12,9,852,9.5,0,0,0,0,0,2,1,0,0,0,0,0,0.2,0.2,0.6,0.8,0.02,0.06,0.08,0.02,0.08,Matches
337,Thomas Meunier\Thomas-Meunier,be BEL,DF,Paris S-G,25,1991,24,16,1577,17.5,4,3,4,0,0,3,0,0.23,0.17,0.4,0.23,0.4,1.2,1.2,4.8,6,0.07,0.28,0.34,0.07,0.34,Matches
338,Mexer\Mexer,mz MOZ,DF,Rennes,28,1988,17,13,1201,13.3,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.02,0.02,0.03,0.02,0.03,Matches
339,Mathieu Michel\Mathieu-Michel,fr FRA,GK,Angers,25,1991,7,6,598,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
340,Clément Michelin\Clement-Michelin,fr FRA,DFFW,Toulouse,20,1997,7,4,275,3.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.07,0.08,0,0.08,Matches
341,Danijel Mili_evi_\Danijel-Milicevic,ba BIH,MFFW,Metz,31,1986,12,8,712,7.9,0,2,0,0,0,0,0,0,0.25,0.25,0,0.25,0.7,0.7,1.6,2.3,0.09,0.21,0.29,0.09,0.29,Matches
342,Kostas Mitroglou\Kostas-Mitroglou,gr GRE,FW,Marseille,29,1988,19,9,878,9.8,9,0,9,0,0,2,0,0.92,0,0.92,0.92,0.92,9.1,9.1,0.5,9.6,0.94,0.05,0.99,0.94,0.99,Matches
343,Florent Mollet\Florent-Mollet,fr FRA,MFFW,Metz,25,1991,22,16,1413,15.7,7,1,6,1,1,6,0,0.45,0.06,0.51,0.38,0.45,3.7,3,1.8,4.8,0.24,0.12,0.35,0.19,0.3,Matches
344,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Amiens,26,1991,34,34,2948,32.8,1,3,1,0,0,7,1,0.03,0.09,0.12,0.03,0.12,0.9,0.9,1.2,2.1,0.03,0.04,0.06,0.03,0.06,Matches
345,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,FWMF,Saint-Étienne,28,1988,30,21,1764,19.6,2,2,2,0,0,0,0,0.1,0.1,0.2,0.1,0.2,4.3,4.3,2,6.2,0.22,0.1,0.32,0.22,0.32,Matches
346,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lyon,33,1984,33,32,2916,32.4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
347,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Lille,21,1996,14,14,1183,13.1,5,1,5,0,0,2,0,0.38,0.08,0.46,0.38,0.46,4.7,4.7,1.1,5.8,0.36,0.09,0.44,0.36,0.44,Matches
348,Thiago Motta\Thiago-Motta,it ITA,MF,Paris S-G,34,1982,19,14,1155,12.8,1,1,1,0,0,3,1,0.08,0.08,0.16,0.08,0.16,0.5,0.5,0.4,0.9,0.04,0.03,0.07,0.04,0.07,Matches
349,François Moubandje\Francois-Moubandje,ch SUI,DF,Toulouse,27,1990,21,20,1700,18.9,0,0,0,0,0,6,2,0,0,0,0,0,0.1,0.1,0.7,0.7,0,0.04,0.04,0,0.04,Matches
350,Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,31,1986,4,3,305,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
351,Lucas Moura\Lucas-Moura,br BRA,FW,Paris S-G,24,1992,5,0,76,0.8,1,1,1,0,0,1,0,1.18,1.18,2.37,1.18,2.37,1.2,1.2,0.8,2,1.48,1.02,2.5,1.48,2.5,Matches
352,João Moutinho\Joao-Moutinho,pt POR,MF,Monaco,30,1986,33,31,2802,31.1,1,4,1,0,0,6,0,0.03,0.13,0.16,0.03,0.16,1,1,5.5,6.5,0.03,0.18,0.21,0.03,0.21,Matches
353,Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,MF,Nantes,20,1996,7,4,431,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,0.06,0.06,0.11,0.06,0.11,Matches
354,Ndombe Mubele\Ndombe-Mubele,cd COD,FW,Toulouse,23,1994,11,4,368,4.1,1,0,1,0,0,0,0,0.24,0,0.24,0.24,0.24,1.3,1.3,0.5,1.8,0.32,0.11,0.43,0.32,0.43,Matches
355,Ndombe Mubele\Ndombe-Mubele,cd COD,FWMF,Rennes,23,1994,19,13,1228,13.6,5,1,5,0,1,1,0,0.37,0.07,0.44,0.37,0.44,4.3,3.5,2.1,5.6,0.31,0.16,0.47,0.26,0.41,Matches
356,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,Montpellier,19,1997,33,31,2791,31,0,1,0,0,0,5,0,0,0.03,0.03,0,0.03,1.2,1.2,2.6,3.9,0.04,0.08,0.12,0.04,0.12,Matches
357,Kévin N'Doram\Kevin-NDoram,fr FRA,MFDF,Monaco,21,1996,11,7,722,8,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,Matches
358,Abdallah N'dour\Abdallah-Ndour,sn SEN,DF,Strasbourg,23,1993,5,3,254,2.8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.2,0.2,0,0.06,0.06,0,0.06,Matches
359,Clinton N'Jie\Clinton-NJie,cm CMR,FWMF,Marseille,23,1993,22,9,873,9.7,7,3,7,0,0,2,0,0.72,0.31,1.03,0.72,1.03,5,5,2.7,7.7,0.52,0.28,0.8,0.52,0.8,Matches
360,Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Paris S-G,18,1999,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
361,Préjuce Nakoulma\Prejuce-Nakoulma,bf BFA,FW,Nantes,30,1987,18,13,1148,12.8,3,0,3,0,0,4,0,0.24,0,0.24,0.24,0.24,4,4,0.9,4.9,0.31,0.07,0.38,0.31,0.38,Matches
362,Nathan\Nathan,br BRA,MF,Amiens,21,1996,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
363,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Amiens,20,1996,3,3,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.09,0.04,0.13,0.09,0.13,Matches
364,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Lyon,20,1996,32,28,2350,26.1,0,3,0,0,0,5,0,0,0.11,0.11,0,0.11,1.8,1.8,3.6,5.4,0.07,0.14,0.21,0.07,0.21,Matches
365,Neymar\Neymar,br BRA,FWMF,Paris S-G,25,1992,20,20,1797,20,19,13,15,4,4,5,2,0.95,0.65,1.6,0.75,1.4,15.4,12.4,11.8,24.2,0.78,0.59,1.37,0.62,1.22,Matches
366,Yeni Ngbakoto\Yeni-Ngbakoto,cd COD,FWMF,Guingamp,25,1992,16,4,574,6.4,3,1,2,1,1,1,0,0.47,0.16,0.63,0.31,0.47,2.2,1.4,0.5,1.9,0.35,0.07,0.42,0.23,0.3,Matches
367,Santy Ngom\Santy-Ngom,sn SEN,FWMF,Nantes,24,1993,13,4,466,5.2,1,0,1,0,0,1,0,0.19,0,0.19,0.19,0.19,1.6,1.6,0.5,2.1,0.31,0.1,0.41,0.31,0.41,Matches
368,Guy Ngosso\Guy-Ngosso,cm CMR,MF,Amiens,32,1985,12,7,610,6.8,1,0,1,0,0,3,0,0.15,0,0.15,0.15,0.15,0.3,0.3,0.1,0.4,0.04,0.02,0.06,0.04,0.06,Matches
369,Opa Nguette\Opa-Nguette,sn SEN,FWMF,Metz,23,1994,17,11,1021,11.3,0,0,0,0,0,3,0,0,0,0,0,0,2.1,2.1,1,3,0.18,0.09,0.27,0.18,0.27,Matches
370,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Metz,21,1996,35,34,3105,34.5,0,1,0,0,0,8,0,0,0.03,0.03,0,0.03,1.2,1.2,0.3,1.5,0.03,0.01,0.04,0.03,0.04,Matches
371,Adama Niane\Adama-Niane,ml MLI,FW,Troyes,24,1993,33,25,2166,24.1,8,2,6,2,2,6,0,0.33,0.08,0.42,0.25,0.33,11.1,9.6,0.9,10.5,0.46,0.04,0.5,0.4,0.44,Matches
372,Ibrahima Niane\Ibrahima-Niane,sn SEN,MFFW,Metz,18,1999,30,6,850,9.4,2,0,2,0,0,1,0,0.21,0,0.21,0.21,0.21,2.4,2.4,1.5,4,0.26,0.17,0.43,0.26,0.43,Matches
373,Casimir Ninga\Casimir-Ninga,td CHA,FWMF,Montpellier,24,1993,29,13,1286,14.3,1,0,1,0,0,1,0,0.07,0,0.07,0.07,0.07,3.2,3.2,1.2,4.3,0.22,0.08,0.3,0.22,0.3,Matches
374,Benjamin Nivet\Benjamin-Nivet,fr FRA,MFFW,Troyes,40,1977,26,16,1371,15.2,2,2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,1.4,1.4,3,4.4,0.09,0.2,0.29,0.09,0.29,Matches
375,Jordan Nkololo\Jordan-Nkololo,cd COD,MFFW,Caen,24,1992,10,4,423,4.7,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.8,0.8,2.7,0.39,0.18,0.57,0.39,0.57,Matches
376,Christopher Nkunku\Christopher-Nkunku,fr FRA,FWMF,Paris S-G,19,1997,20,6,633,7,4,0,4,0,0,0,0,0.57,0,0.57,0.57,0.57,3.6,3.6,0.6,4.2,0.52,0.09,0.61,0.52,0.61,Matches
377,Vincent Nogueira\Vincent-Nogueira,fr FRA,MF,Strasbourg,29,1988,3,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
378,Paul-Georges Ntep\Paul-Georges-Ntep,cm CMR,FWMF,Saint-Étienne,25,1992,13,5,512,5.7,1,1,1,0,0,2,0,0.18,0.18,0.35,0.18,0.35,0.3,0.3,0.4,0.7,0.06,0.07,0.13,0.06,0.13,Matches
379,Gerzino Nyamsi\Gerzino-Nyamsi,fr FRA,DF,Rennes,20,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.08,0,0.08,0.08,0.08,Matches
380,Johann Obiang\Johann-Obiang,ga GAB,DF,Troyes,24,1993,8,5,470,5.2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
381,Lucas Ocampos\Lucas-Ocampos,ar ARG,FWMF,Marseille,23,1994,31,23,2040,22.7,9,2,9,0,0,6,1,0.4,0.09,0.49,0.4,0.49,9.5,9.5,2.4,11.8,0.42,0.1,0.52,0.42,0.52,Matches
382,Prince Oniangué\Prince-Oniangue,cg CGO,MF,Angers,28,1988,14,14,1055,11.7,1,0,1,0,0,1,2,0.09,0,0.09,0.09,0.09,2.4,2.4,0.4,2.9,0.21,0.04,0.24,0.21,0.24,Matches
383,Otávio\Otavio,br BRA,MF,Bordeaux,23,1994,21,19,1484,16.5,0,0,0,0,0,5,2,0,0,0,0,0,0.2,0.2,0.6,0.8,0.01,0.03,0.05,0.01,0.05,Matches
384,Alexandre Oukidja\Alexandre-Oukidja,dz ALG,GK,Strasbourg,29,1988,17,16,1457,16.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
385,Ambroise Oyongo\Ambroise-Oyongo,cm CMR,MF,Montpellier,26,1991,3,3,201,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches
386,Pablo\Pablo,br BRA,DF,Bordeaux,26,1991,15,15,1291,14.3,0,2,0,0,0,3,0,0,0.14,0.14,0,0.14,0.6,0.6,0.6,1.2,0.04,0.04,0.08,0.04,0.08,Matches
387,Vincent Pajot\Vincent-Pajot,fr FRA,MF,Saint-Étienne,26,1990,20,15,1290,14.3,2,2,2,0,0,5,1,0.14,0.14,0.28,0.14,0.28,1.7,1.7,1.1,2.9,0.12,0.08,0.2,0.12,0.2,Matches
388,Nicolas Pallois\Nicolas-Pallois,fr FRA,DF,Nantes,29,1987,28,28,2433,27,0,1,0,0,0,8,4,0,0.04,0.04,0,0.04,0.3,0.3,0.5,0.9,0.01,0.02,0.03,0.01,0.03,Matches
389,Julian Palmieri\Julian-Palmieri,fr FRA,DFMF,Metz,30,1986,15,13,1129,12.5,0,0,0,0,0,4,1,0,0,0,0,0,0.2,0.2,0.3,0.6,0.02,0.03,0.05,0.02,0.05,Matches
390,Javier Pastore\Javier-Pastore,ar ARG,MFFW,Paris S-G,28,1989,25,14,1346,15,4,4,4,0,0,2,0,0.27,0.27,0.53,0.27,0.53,2.6,2.6,3.8,6.4,0.17,0.25,0.43,0.17,0.43,Matches
391,Mateo Pavlovi_\Mateo-Pavlovic,ba BIH,DF,Angers,27,1990,24,22,1966,21.8,2,0,2,0,0,9,0,0.09,0,0.09,0.09,0.09,2.3,2.3,0,2.4,0.11,0,0.11,0.11,0.11,Matches
392,Dimitri Payet\Dimitri-Payet,fr FRA,MFFW,Marseille,30,1987,31,28,2347,26.1,6,13,4,2,3,6,0,0.23,0.5,0.73,0.15,0.65,8,5.7,13,18.8,0.31,0.5,0.8,0.22,0.72,Matches
393,Stef Peeters\Stef-Peeters,be BEL,MF,Caen,25,1992,20,11,1109,12.3,0,3,0,0,1,4,0,0,0.24,0.24,0,0.24,2.2,1.4,3.2,4.7,0.18,0.26,0.44,0.12,0.38,Matches
394,Bryan Pelé\Bryan-Pele,fr FRA,FWMF,Troyes,25,1992,31,19,1616,18,2,2,2,0,0,1,0,0.11,0.11,0.22,0.11,0.22,2,2,2,4,0.11,0.11,0.23,0.11,0.23,Matches
395,Yohann Pelé\Yohann-Pele,fr FRA,GK,Marseille,34,1982,10,7,738,8.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
396,Pietro Pellegri\Pietro-Pellegri,it ITA,FWMF,Monaco,16,2001,3,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
397,Théo Pellenard\Theo-Pellenard,fr FRA,DF,Bordeaux,23,1994,19,16,1428,15.9,0,1,0,0,0,4,0,0,0.06,0.06,0,0.06,0,0,1.2,1.2,0,0.08,0.08,0,0.08,Matches
398,Nicolas Pépé\Nicolas-Pepe,ci CIV,FWMF,Lille,22,1995,36,31,2841,31.6,13,5,12,1,1,5,0,0.41,0.16,0.57,0.38,0.54,8.1,7.4,4.5,11.8,0.26,0.14,0.4,0.23,0.37,Matches
399,Romain Perraud\Romain-Perraud,fr FRA,MF,Nice,19,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Matches
400,Loïc Perrin\Loic-Perrin,fr FRA,DF,Saint-Étienne,31,1985,28,28,2463,27.4,0,1,0,0,0,3,0,0,0.04,0.04,0,0.04,1.1,1.1,0.5,1.5,0.04,0.02,0.06,0.04,0.06,Matches
401,Chris Philipps\Chris-Philipps,lu LUX,MFDF,Metz,23,1994,11,10,849,9.4,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches
402,Lebogang Phiri\Lebogang-Phiri,za RSA,MF,Guingamp,22,1994,22,9,1031,11.5,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.02,0.04,0.06,0.02,0.06,Matches
403,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Saint-Étienne,19,1998,16,13,1171,13,0,0,0,0,0,2,1,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.03,0.03,0.01,0.03,Matches
404,Facundo Píriz\Facundo-Piriz,uy URU,MF,Montpellier,27,1990,15,8,806,9,0,0,0,0,0,4,0,0,0,0,0,0,0.8,0.8,0.1,0.9,0.09,0.01,0.1,0.09,0.1,Matches
405,Jaroslav Pla_il\Jaroslav-Plasil,cz CZE,MF,Bordeaux,35,1982,22,11,1045,11.6,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,0.2,0.2,1,1.3,0.02,0.09,0.11,0.02,0.11,Matches
406,Alassane Pléa\Alassane-Plea,fr FRA,FW,Nice,24,1993,35,34,3041,33.8,16,4,15,1,2,7,0,0.47,0.12,0.59,0.44,0.56,13.4,11.9,3.1,15,0.4,0.09,0.49,0.35,0.44,Matches
407,Morgan Poaty\Morgan-Poaty,cg CGO,MF,Montpellier,20,1997,3,2,171,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
408,Gerónimo Poblete\Geronimo-Poblete,ar ARG,MF,Metz,24,1993,25,17,1658,18.4,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03,Matches
409,Florentin Pogba\Florentin-Pogba,gn GUI,DF,Saint-Étienne,26,1990,5,4,321,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.01,0.06,0.07,0.01,0.07,Matches
410,Ezequiel Ponce\Ezequiel-Ponce,ar ARG,FW,Lille,20,1997,28,8,1100,12.2,2,1,2,0,0,2,0,0.16,0.08,0.25,0.16,0.25,3,3,1.7,4.7,0.25,0.14,0.39,0.25,0.39,Matches
411,Jérémie Porsan-Clémenté\Jeremie-Porsan-Clemente,fr FRA,MF,Montpellier,19,1997,1,1,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.02,0.05,0.07,0.02,0.07,Matches
412,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,24,1992,19,19,1703,18.9,0,1,0,0,0,5,0,0,0.05,0.05,0,0.05,0.3,0.3,0.9,1.2,0.02,0.05,0.06,0.02,0.06,Matches
413,Sanjin Prci_\Sanjin-Prcic,ba BIH,MF,Rennes,23,1993,19,18,1565,17.4,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,0.4,0.9,0.03,0.02,0.05,0.03,0.05,Matches
414,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FW,Bordeaux,26,1991,29,22,1934,21.5,4,4,4,0,1,6,0,0.19,0.19,0.37,0.19,0.37,5.6,4.8,3.7,8.5,0.26,0.17,0.43,0.22,0.4,Matches
415,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FW,Lille,26,1991,4,3,285,3.2,2,1,1,1,1,0,0,0.63,0.32,0.95,0.32,0.63,2.1,1.3,0.2,1.5,0.65,0.06,0.71,0.41,0.47,Matches
416,Jérôme Prior\Jerome-Prior,fr FRA,GK,Bordeaux,21,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
417,Sloan Privat\Sloan-Privat,fr FRA,FW,Guingamp,28,1989,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Matches
418,Loïc Puyo\Loic-Puyo,fr FRA,MF,Angers,28,1988,8,0,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.03,0.18,0.21,0.03,0.21,Matches
419,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,22,1995,33,27,2364,26.3,1,4,1,0,0,2,0,0.04,0.15,0.19,0.04,0.19,1.7,1.7,3.3,4.9,0.06,0.12,0.19,0.06,0.19,Matches
420,Rafael\Rafael,br BRA,DF,Lyon,27,1990,24,22,1813,20.1,1,2,1,0,0,9,0,0.05,0.1,0.15,0.05,0.15,1,1,3.5,4.5,0.05,0.17,0.22,0.05,0.22,Matches
421,Andrea Raggi\Andrea-Raggi,it ITA,DF,Monaco,33,1984,20,18,1606,17.8,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,0.6,0.6,0.1,0.8,0.04,0.01,0.04,0.04,0.04,Matches
422,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,31,1985,33,33,2955,32.8,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.6,1.6,1.2,2.7,0.05,0.04,0.08,0.05,0.08,Matches
423,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,22,1995,21,19,1721,19.1,0,2,0,0,0,4,0,0,0.1,0.1,0,0.1,0.1,0.1,1.2,1.3,0,0.06,0.07,0,0.07,Matches
424,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Angers,19,1998,10,7,440,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,0.02,0.12,0.14,0.02,0.14,Matches
425,Jan Repas\Jan-Repas,si SVN,MFFW,Caen,20,1997,15,12,902,10,0,1,0,0,0,1,0,0,0.1,0.1,0,0.1,0.8,0.8,0.6,1.3,0.08,0.06,0.13,0.08,0.13,Matches
426,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Dijon,26,1990,38,38,3420,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
427,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FW,Metz,27,1990,28,23,2009,22.3,5,2,3,2,2,1,0,0.22,0.09,0.31,0.13,0.22,11.4,9.9,1.4,11.3,0.51,0.06,0.57,0.44,0.5,Matches
428,Jonathan Rivierez\Jonathan-Rivierez,fr FRA,DF,Metz,28,1989,26,24,2064,22.9,0,1,0,0,0,6,0,0,0.04,0.04,0,0.04,0.2,0.2,0.6,0.7,0.01,0.02,0.03,0.01,0.03,Matches
429,Ronny Rodelin\Ronny-Rodelin,fr FRA,FWMF,Caen,27,1989,37,36,3162,35.1,5,5,5,0,1,1,0,0.14,0.14,0.28,0.14,0.28,8.3,7.6,6,13.6,0.24,0.17,0.41,0.22,0.39,Matches
430,Rolando\Rolando,pt POR,DF,Marseille,31,1985,31,28,2511,27.9,1,0,1,0,0,5,0,0.04,0,0.04,0.04,0.04,1.9,1.9,0,1.9,0.07,0,0.07,0.07,0.07,Matches
431,Valentin Rongier\Valentin-Rongier,fr FRA,MFFW,Nantes,22,1994,32,29,2350,26.1,1,1,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,1.5,1.5,1.6,3.1,0.06,0.06,0.12,0.06,0.12,Matches
432,Valentin Rosier\Valentin-Rosier,fr FRA,DF,Dijon,20,1996,36,31,2781,30.9,0,3,0,0,0,5,0,0,0.1,0.1,0,0.1,1,1,2.5,3.5,0.03,0.08,0.11,0.03,0.11,Matches
433,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DFMF,Montpellier,24,1993,22,22,1882,20.9,3,2,3,0,0,2,0,0.14,0.1,0.24,0.14,0.24,1.9,1.9,5.2,7.2,0.09,0.25,0.34,0.09,0.34,Matches
434,Nolan Roux\Nolan-Roux,fr FRA,FWMF,Metz,29,1988,35,33,2834,31.5,15,2,15,0,1,8,0,0.48,0.06,0.54,0.48,0.54,9.6,8.8,1.8,10.6,0.3,0.06,0.36,0.28,0.34,Matches
435,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,30,1986,35,35,3113,34.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
436,Vincent Rüfli\Vincent-Rufli,ch SUI,MFFW,Dijon,29,1988,3,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
437,Idriss Saadi\Idriss-Saadi,dz ALG,FW,Strasbourg,25,1992,26,10,939,10.4,4,0,4,0,0,1,0,0.38,0,0.38,0.38,0.38,3.7,3.7,0.5,4.2,0.36,0.05,0.41,0.36,0.41,Matches
438,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,24,1993,35,35,3092,34.4,0,5,0,0,0,3,0,0,0.15,0.15,0,0.15,0.4,0.4,4.2,4.7,0.01,0.12,0.14,0.01,0.14,Matches
439,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,20,1997,8,3,257,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.16,0.16,0,0.16,Matches
